X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
550448.81,4920075.7488,193,EI036.00,R,30,4.3,0.65,280,29.6,31,163,2017/06/21 00:00:00+00,44.43222,-68.36614,EI
551122.788,4921215.1645,194,EI037.00,A,30,3.4,0.46,108,13.3,31,163,2017/06/14 00:00:00+00,44.44243,-68.35756,EI
551183.0662,4923972.7353,195,EI039.00,A,30,2.4,0.22,9.1,4.7,31,163,2017/07/12 00:00:00+00,44.46725,-68.35653,EI
553630.8563,4923380.3776,196,EI040.00,A,30,2.1,0.17,10,3.6,31,163,2017/05/25 00:00:00+00,44.46174,-68.32582,EI
557302.9221,4922503.0,197,EI041.00,A,30,2,0.13,10,3.1,31,163,2017/05/25 00:00:00+00,44.45356,-68.27976,EI
557139.8476,4924401.1294,198,EI042.00,A,30,2.2,0.22,27,4.3,31,163,2017/05/25 00:00:00+00,44.47066,-68.2816,EI
557067.3714,4927673.0868,199,EI043.00,A,30,2.2,0.18,8,4,31,163,2017/05/25 00:00:00+00,44.50012,-68.28215,EI
555541.4718,4928257.5075,200,EI044.00,A,30,3.2,0.28,13,7.4,31,163,2017/05/25 00:00:00+00,44.5055,-68.30128,EI
553685.9423,4928365.2147,201,EI045.00,CA,30,3,0.39,86,9.5,31,163,2013/04/09 00:00:00+00,44.50661,-68.32461,EI
554865.7568,4929574.7987,202,EI046.00,A,30,3,0.34,31,8.4,31,163,2017/05/25 00:00:00+00,44.51741,-68.30964,EI
554134.1808,4931333.8146,203,EI047.60,A,30,3.5,0.35,18,10.1,31,163,2017/05/25 00:00:00+00,44.5333,-68.31866,EI
559094.2952,4928682.0997,204,EI051.00,A,30,3,0.44,114,11.3,31,163,2017/03/15 00:00:00+00,44.50904,-68.25654,EI
559420.47,4925871.2425,205,EI054.00,A,30,2.1,0.31,106,5.5,31,163,2017/03/15 00:00:00+00,44.48371,-68.25276,EI
560935.4222,4924092.3194,206,EI058.00,A,30,2,0.1,6,2.7,31,163,2017/04/25 00:00:00+00,44.46757,-68.23392,EI
561483.3382,4924531.8252,207,EI061.00,A,30,2,0.15,13,3.1,31,163,2017/03/15 00:00:00+00,44.47148,-68.22698,EI
561523.9206,4927051.6705,208,EI064.00,P,30,3.4,0.54,260,17.2,31,163,2017/04/05 00:00:00+00,44.49416,-68.22617,EI
561718.5161,4926990.1955,209,EI065.00,A,30,2.4,0.33,98,6.4,31,163,2017/03/15 00:00:00+00,44.49359,-68.22373,EI
561898.9616,4929915.7468,210,EI069.00,A,30,2,0.14,8,3.1,31,163,2017/06/12 00:00:00+00,44.51991,-68.22111,EI
559849.9524,4931130.7224,211,EI070.10,A,30,2.5,0.3,44,6.2,31,163,2017/06/13 00:00:00+00,44.53102,-68.24675,EI
558751.4234,4931872.749,212,EI070.15,A,30,2.6,0.3,40,6.4,31,163,2017/05/15 00:00:00+00,44.53779,-68.26049,EI
558143.2493,4931380.7092,213,EI070.20,A,30,4.1,0.67,1500,30.9,31,163,2018/01/29 00:00:00+00,44.53341,-68.2682,EI
557964.6881,4932334.463,214,EI070.40,A,30,2.6,0.32,35,6.8,31,163,2018/01/29 00:00:00+00,44.54201,-68.27034,EI
557924.9401,4932515.1805,215,EI070.41,A,30,2.8,0.42,108,9.8,31,163,2018/02/27 00:00:00+00,44.54364,-68.27082,EI
556139.8787,4934435.737,216,EI070.48,P,30,4.5,0.47,50,18.3,31,163,2017/06/13 00:00:00+00,44.56107,-68.29308,EI
556248.4923,4934641.0789,217,EI070.49,P,30,5.1,0.49,116,22.1,31,163,2017/08/16 00:00:00+00,44.56291,-68.29169,EI
556305.9744,4934789.3239,218,EI070.52,P,30,6.2,0.46,60,24.4,31,163,2017/06/13 00:00:00+00,44.56424,-68.29095,EI
558066.7588,4935929.0645,219,EI070.70,A,30,4.3,0.59,760,25.5,31,163,2017/06/13 00:00:00+00,44.57436,-68.26865,EI
558375.4785,4935858.5195,220,EI070.82,A,30,4.2,0.58,200,23.8,31,163,2017/06/13 00:00:00+00,44.5737,-68.26477,EI
558581.9943,4936027.0151,221,EI070.90,A,30,3,0.33,44,8.3,31,163,2017/06/13 00:00:00+00,44.5752,-68.26215,EI
558693.627,4936413.5016,222,EI071.00,CA,30,3.4,0.5,120,15.2,31,163,2012/03/05 00:00:00+00,44.57867,-68.2607,EI
559686.9397,4937442.3691,223,EI071.50,A,30,9.7,0.65,880,67.6,31,163,2018/07/31 00:00:00+00,44.58785,-68.24807,EI
560156.8113,4936511.3465,224,EI072.50,A,30,3.2,0.51,142,14.7,31,163,2019/02/19 00:00:00+00,44.57943,-68.24226,EI
560936.7224,4936992.9841,225,EI073.00,A,30,4.2,0.54,148,20.9,31,163,2017/06/13 00:00:00+00,44.5837,-68.23238,EI
561973.6603,4935655.305,226,EI074.00,A,30,4.8,0.49,44,20.4,31,163,2017/05/17 00:00:00+00,44.57157,-68.21948,EI
561488.34,4935586.2514,227,EI074.20,A,30,6.1,0.52,52,29.1,31,163,2018/09/05 00:00:00+00,44.57099,-68.2256,EI
559552.9474,4935350.448,228,EI075.00,A,30,2.3,0.2,11,4.2,31,163,2017/06/13 00:00:00+00,44.56903,-68.25,EI
559811.9362,4932841.126,229,EI075.60,A,30,3.9,0.62,1700,24.9,31,163,2017/06/13 00:00:00+00,44.54642,-68.24703,EI
560984.7336,4930955.7674,230,EI075.90,A,30,3,0.5,440,13.4,31,163,2017/06/13 00:00:00+00,44.52935,-68.23249,EI
563420.3073,4929983.7495,231,EI082.00,A,30,2.6,0.35,46,7.4,31,163,2017/06/12 00:00:00+00,44.52039,-68.20196,EI
564641.1003,4929423.6784,232,EI084.00,A,30,2.7,0.34,25,7.6,31,163,2017/06/12 00:00:00+00,44.51524,-68.18667,EI
563912.3459,4926905.8639,233,EI086.00,A,30,2.6,0.32,46,6.9,31,163,2017/06/12 00:00:00+00,44.49264,-68.19615,EI
564709.4458,4925991.7156,234,EI087.00,A,30,2.3,0.23,20,4.5,31,163,2017/06/12 00:00:00+00,44.48434,-68.18624,EI
565150.5323,4925147.404,235,EI089.00,P,30,2.2,0.19,11,4,31,163,2017/06/12 00:00:00+00,44.4767,-68.1808,EI
564429.9917,4924498.136,236,EI091.00,CA,30,2,0.15,12,3.2,31,163,2017/11/01 00:00:00+00,44.47092,-68.18994,EI
565103.8909,4924562.6119,237,EI093.00,CA,30,2,0.11,6,2.9,31,163,2017/11/01 00:00:00+00,44.47144,-68.18146,EI
566519.9856,4924699.1375,238,EI096.00,CA,30,2.5,0.36,92,7.4,31,163,2017/11/01 00:00:00+00,44.47254,-68.16364,EI
567205.1079,4927828.9035,239,EI098.00,A,30,3.8,0.44,56,14.1,31,163,2017/06/07 00:00:00+00,44.50065,-68.15462,EI
570314.7411,4920307.6789,240,EI105.00,A,30,3.7,0.61,1480,22.9,31,163,2017/06/07 00:00:00+00,44.43265,-68.11653,EI
570924.6958,4918165.8211,241,EI106.00,A,30,2.3,0.41,320,8.1,31,163,2017/06/07 00:00:00+00,44.41331,-68.10916,EI
571522.9414,4916109.4292,242,EI107.00,A,30,2.3,0.24,16,4.8,31,163,2017/06/07 00:00:00+00,44.39474,-68.10193,EI
572468.0766,4913555.9215,243,EI108.00,P,30,1.9,0.05,3.6,2.2,31,163,2017/06/07 00:00:00+00,44.37166,-68.09042,EI
572197.1895,4915569.1876,244,EI109.00,A,30,2.5,0.23,16,5,31,163,2017/06/07 00:00:00+00,44.38981,-68.09354,EI
573643.7869,4914862.1643,245,EI110.70,A,30,3.6,0.45,88,13.7,31,163,2017/06/07 00:00:00+00,44.3833,-68.07548,EI
573957.3573,4913905.8953,246,EI111.00,A,30,2.6,0.43,380,9.4,31,163,2017/06/07 00:00:00+00,44.37466,-68.07168,EI
574550.3378,4910539.9602,247,EI112.00,A,30,2.2,0.26,48,4.8,31,163,2017/06/07 00:00:00+00,44.3443,-68.06472,EI
575215.2218,4909637.7576,248,EI113.00,P,30,2,0.08,4,2.5,31,163,2017/04/26 00:00:00+00,44.33611,-68.05651,EI
576652.0302,4912893.846,249,EJ002.00,A,30,2.4,0.31,56,6.1,31,163,2017/06/07 00:00:00+00,44.36527,-68.03801,EJ
577063.6245,4913806.3039,250,EJ003.00,A,30,3.5,0.46,140,13.6,31,163,2017/06/07 00:00:00+00,44.37344,-68.03271,EJ
577026.8899,4914825.6859,251,EJ004.00,A,30,3.7,0.4,35,12.4,31,163,2018/05/02 00:00:00+00,44.38262,-68.03302,EJ
576645.321,4915161.1308,252,EJ006.00,CA,30,4.1,0.55,154,20.8,31,163,2018/02/21 00:00:00+00,44.38568,-68.03776,EJ
576981.3919,4915170.6423,253,EJ008.00,A,30,4.5,0.6,90,26.5,31,163,2018/05/02 00:00:00+00,44.38573,-68.03354,EJ
578115.3922,4914939.7205,254,EJ009.00,A,30,2.3,0.26,29,5,31,163,2017/06/07 00:00:00+00,44.38353,-68.01934,EJ
577887.5805,4917537.6542,255,EJ014.00,A,30,5.1,0.63,460,32.9,31,163,2017/07/25 00:00:00+00,44.40694,-68.02181,EJ
578433.9461,4917267.5855,256,EJ015.00,A,30,2.7,0.35,38,8,31,163,2017/06/07 00:00:00+00,44.40445,-68.01499,EJ
578833.5844,4918267.7934,257,EJ016.00,A,30,2.4,0.36,78,7.1,31,163,2017/06/07 00:00:00+00,44.41341,-68.00982,EJ
582434.0863,4917030.3146,258,EJ022.00,A,30,1.9,0.01,2,1.9,31,163,2017/04/26 00:00:00+00,44.40187,-67.9648,EJ
581684.1123,4918216.2427,259,EJ023.00,CA,30,2.7,0.36,38,8.1,31,163,2017/01/03 00:00:00+00,44.41263,-67.97403,EJ
580988.2575,4921473.7133,260,EJ024.00,A,30,2,0.12,6,2.9,31,163,2017/04/26 00:00:00+00,44.44203,-67.98226,EJ
579227.9905,4922892.9368,261,EJ024.20,A,30,2.3,0.28,52,5.3,31,163,2017/05/03 00:00:00+00,44.455,-68.00416,EJ
578443.1077,4921994.6845,262,EJ024.70,A,30,2.4,0.3,44,5.8,31,163,2017/04/26 00:00:00+00,44.447,-68.01416,EJ
577310.0298,4925396.1235,263,EJ024.90,A,30,4.4,0.47,72,18.3,31,163,2017/04/26 00:00:00+00,44.47774,-68.02789,EJ
577781.9394,4925775.0246,264,EJ025.50,A,30,4.2,0.44,120,15.8,31,163,2017/07/05 00:00:00+00,44.4811,-68.0219,EJ
580291.4181,4924089.1212,265,EJ026.00,A,30,3.3,0.39,58,10.8,31,163,2017/06/07 00:00:00+00,44.46565,-67.99061,EJ
580883.3377,4925495.1338,266,EJ027.00,A,30,2.2,0.22,22,4.3,31,163,2017/06/07 00:00:00+00,44.47824,-67.98295,EJ
581086.4219,4927578.4712,267,EJ027.902,A,30,3.2,0.38,40,10.2,31,163,2017/04/19 00:00:00+00,44.49697,-67.98007,EJ
580689.6646,4928281.2081,268,EJ028.70,A,30,3.2,0.36,27,9.7,31,163,2017/04/19 00:00:00+00,44.50334,-67.98495,EJ
581284.0111,4927991.9921,269,EJ029.40,A,30,3.4,0.46,98,13.3,31,163,2017/04/19 00:00:00+00,44.50067,-67.97752,EJ
581871.5333,4928374.8715,270,EJ030.00,P,30,9.9,0.54,160,48.9,31,163,2015/09/24 00:00:00+00,44.50405,-67.97007,EJ
581781.7037,4927552.7443,271,EJ030.50,A,30,2.7,0.31,32,7,31,163,2017/04/19 00:00:00+00,44.49666,-67.97133,EJ
581795.277,4926979.663,272,EJ030.90,A,30,2.7,0.27,22,6.3,31,163,2017/04/19 00:00:00+00,44.4915,-67.97125,EJ
582171.501,4927098.8368,273,EJ031.00,A,30,2.9,0.31,24,7.3,31,163,2017/04/19 00:00:00+00,44.49253,-67.9665,EJ
582125.4342,4926653.8727,274,EJ031.50,A,30,2.9,0.3,20,7.4,31,163,2017/04/19 00:00:00+00,44.48853,-67.96715,EJ
583021.1638,4921271.573,275,EJ033.00,A,30,2,0.11,8,2.7,31,163,2017/06/07 00:00:00+00,44.43998,-67.95675,EJ
583454.5336,4919564.03,276,EJ034.00,A,30,1.9,0,2,1.9,31,163,2017/06/07 00:00:00+00,44.42456,-67.95158,EJ
585180.7839,4920947.2929,277,EK002.00,A,30,2.6,0.34,33,7.3,31,163,2017/06/07 00:00:00+00,44.43681,-67.92967,EK
584887.2443,4922459.9168,278,EK003.00,A,30,3.2,0.46,126,12.6,31,163,2017/06/07 00:00:00+00,44.45046,-67.93311,EK
585200.7688,4922339.5857,279,EK003.10,A,30,2.6,0.37,108,7.7,31,163,2017/06/07 00:00:00+00,44.44934,-67.92919,EK
584873.7517,4925262.6963,280,EK003.80,R,30,3.6,0.51,72,16.6,31,163,2017/06/07 00:00:00+00,44.47569,-67.93282,EK
584633.7138,4925737.2822,281,EK004.00,R,30,8.3,0.77,1700,82.4,31,163,2017/06/07 00:00:00+00,44.47999,-67.93576,EK
585423.0107,4924868.8291,282,EK005.00,R,30,3.5,0.51,104,15.8,31,163,2017/06/07 00:00:00+00,44.47208,-67.92598,EK
585640.5512,4924659.4953,283,EK005.10,A,30,3.3,0.57,260,18.1,31,163,2017/06/07 00:00:00+00,44.47017,-67.92328,EK
586555.5737,4927036.8678,284,EK006.00,R,30,5.1,0.54,280,25.2,31,163,2017/06/07 00:00:00+00,44.49146,-67.91138,EK
586694.0975,4926488.7814,285,EK006.30,A,30,4,0.45,86,15.4,31,163,2017/08/01 00:00:00+00,44.48651,-67.90973,EK
586645.0408,4925514.9148,286,EK006.50,A,30,2.3,0.21,16,4.4,31,163,2017/07/24 00:00:00+00,44.47775,-67.91051,EK
587013.1344,4923923.362,287,EK007.00,A,30,2.3,0.3,31,5.8,31,163,2017/06/07 00:00:00+00,44.46338,-67.90615,EK
588152.5186,4921804.5178,288,EK008.00,A,30,2.9,0.33,29,7.7,31,163,2017/06/13 00:00:00+00,44.44417,-67.89219,EK
586677.1503,4921012.5874,289,EK008.50,A,30,2,0.08,4,2.5,31,163,2017/06/13 00:00:00+00,44.43722,-67.91086,EK
586580.3922,4919249.3139,290,EK008.90,A,30,2,0.11,6,2.9,31,163,2017/08/01 00:00:00+00,44.42136,-67.91237,EK
588427.7502,4921639.3823,291,EL001.00,A,30,2.1,0.21,16,4,31,163,2017/06/07 00:00:00+00,44.44265,-67.88876,EL
588833.0327,4922676.9967,292,EL004.00,A,30,1.9,0.07,4,2.4,31,163,2017/06/07 00:00:00+00,44.45194,-67.88349,EL
589302.1852,4923051.1512,293,EL006.00,A,30,2.1,0.2,18,3.9,31,163,2017/06/07 00:00:00+00,44.45525,-67.87753,EL
588592.4586,4924915.672,294,EL007.00,A,30,2.5,0.31,44,6.4,31,163,2017/06/07 00:00:00+00,44.47212,-67.88613,EL
589639.4437,4924793.3663,295,EL008.00,A,30,2,0.13,7.3,3.1,31,163,2017/06/07 00:00:00+00,44.47089,-67.87299,EL
589602.0463,4926237.1332,296,EL009.80,A,30,2.8,0.34,62,7.9,31,163,2017/06/07 00:00:00+00,44.48389,-67.87321,EL
589823.2258,4925425.8311,297,EL011.00,A,30,2.5,0.29,26,6.2,31,163,2017/05/31 00:00:00+00,44.47656,-67.87057,EL
590983.0212,4927299.5372,298,EL014.00,A,30,4.5,0.45,56,17.4,31,163,2017/06/13 00:00:00+00,44.49328,-67.85566,EL
591101.33,4928333.3114,299,EL015.00,R,30,3.6,0.53,340,17.6,31,163,2017/05/31 00:00:00+00,44.50257,-67.85399,EL
591197.5939,4928782.3947,300,EL017.80,A,30,3.1,0.52,320,14.8,31,163,2017/05/31 00:00:00+00,44.5066,-67.8527,EL
590982.6282,4928690.5006,301,EL018.00,P,30,6.8,0.69,840,52.2,31,163,2017/06/13 00:00:00+00,44.5058,-67.85542,EL
590861.4795,4929507.6112,302,EL020.00,A,30,3.1,0.28,14,7.3,31,163,2017/05/31 00:00:00+00,44.51317,-67.8568,EL
590480.6755,4930307.7688,303,EL021.00,P,30,6.4,0.43,42,23.2,31,163,2018/02/12 00:00:00+00,44.52042,-67.86145,EL
590808.7487,4931117.825,304,EL033.00,P,30,2.5,0.24,14,5.2,31,163,2017/05/31 00:00:00+00,44.52767,-67.85718,EL
591662.4161,4932574.1334,305,EL035.00,A,30,4.3,0.47,66,17.3,31,163,2017/05/31 00:00:00+00,44.54067,-67.84618,EL
592357.466,4934988.2257,306,EL036.00,CA,30,3.8,0.45,72,14.4,31,163,2017/11/08 00:00:00+00,44.56231,-67.837,EL
593646.8228,4933983.4689,307,EL037.00,CA,30,2.9,0.28,13,6.8,31,163,2017/11/08 00:00:00+00,44.5531,-67.82095,EL
592773.661,4935766.3264,308,EL039.00,A,30,3,0.35,22,8.5,31,163,2017/05/31 00:00:00+00,44.56926,-67.83162,EL
592902.0435,4937613.5741,309,EL040.50,CA,30,3.4,0.57,1700,18.3,31,163,2017/04/19 00:00:00+00,44.58587,-67.82967,EL
593763.2339,4936919.3675,310,EL041.70,CA,30,3.6,0.6,1700,21.6,31,163,2017/04/19 00:00:00+00,44.57951,-67.81895,EL
595369.0991,4938573.8068,311,EL043.10,P,30,4.2,0.5,64,19.2,31,163,2017/06/22 00:00:00+00,44.59419,-67.79842,EL
596581.9373,4937948.4858,312,EL046.00,R,30,5.7,0.47,66,23.3,31,163,2017/05/31 00:00:00+00,44.5884,-67.78326,EL
596606.2467,4934452.4031,313,EL046.80,X,23,2.7,0.33,42,7.2,31,163,2015/08/03 00:00:00+00,44.55693,-67.78361,EL
596624.0184,4934006.031,314,EL047.00,R,30,3.1,0.41,70,10.6,31,163,2017/06/13 00:00:00+00,44.55291,-67.78347,EL
595023.9589,4933034.6837,315,EL047.20,A,30,3,0.57,1700,16.6,31,163,2017/07/18 00:00:00+00,44.54438,-67.80379,EL
596700.7197,4933550.538,316,EM001.00,A,30,3.1,0.46,80,12.4,31,163,2017/05/31 00:00:00+00,44.5488,-67.78259,EM
597720.8215,4934817.9711,317,EM003.00,A,30,3.7,0.49,106,16.2,31,163,2018/08/01 00:00:00+00,44.56007,-67.76951,EM
597937.8357,4936016.7312,318,EM005.00,A,30,3.2,0.49,126,14.1,31,163,2017/06/13 00:00:00+00,44.57083,-67.76655,EM
598458.956,4936531.2655,319,EM006.00,A,30,2.6,0.29,20,6.4,31,163,2017/05/31 00:00:00+00,44.57539,-67.75989,EM
600255.165,4941001.9522,320,EM009.00,P,30,6.6,0.53,80,31.6,31,163,2018/06/18 00:00:00+00,44.61538,-67.7364,EM
600063.9054,4939359.0583,321,EM010.00,A,30,4.7,0.47,82,19.1,31,163,2017/05/31 00:00:00+00,44.60062,-67.73913,EM
600002.9242,4937395.9796,322,EM011.00,CA,30,3.3,0.45,90,12.9,31,163,2015/04/22 00:00:00+00,44.58296,-67.74028,EM
599360.3539,4932328.5812,323,EM012.50,A,30,2.4,0.26,29,5.4,31,163,2017/05/31 00:00:00+00,44.53744,-67.74935,EM
600098.1975,4931014.4375,324,EM012.80,A,30,2.9,0.46,128,11.5,31,163,2018/01/30 00:00:00+00,44.52551,-67.74032,EM
600971.9156,4930745.7608,325,EM013.00,R,30,5.6,0.71,1700,46.6,31,163,2018/01/30 00:00:00+00,44.52297,-67.72938,EM
600633.0832,4930554.9543,326,EM013.50,A,30,3.5,0.58,960,19.4,31,163,2018/04/18 00:00:00+00,44.5213,-67.73368,EM
601880.7836,4929812.2274,327,EN001.00,A,30,3.8,0.5,160,17.2,31,163,2017/08/28 00:00:00+00,44.51444,-67.71813,EN
601358.6238,4928427.4623,328,EN001.60,A,30,2.1,0.17,15,3.4,31,163,2017/05/31 00:00:00+00,44.50205,-67.72497,EN
602620.7732,4930474.9606,329,EN003.00,A,30,2.4,0.27,22,5.4,31,163,2017/07/26 00:00:00+00,44.5203,-67.70869,EN
603486.7415,4931950.8712,330,EN004.00,A,30,2.5,0.27,20,5.7,31,163,2017/05/31 00:00:00+00,44.53346,-67.6975,EN
605964.8694,4933401.9384,331,EN006.40,A,30,2.7,0.33,27,7.2,31,163,2017/07/26 00:00:00+00,44.54616,-67.66602,EN
606020.1975,4933662.8367,332,EN006.50,A,30,3.7,0.43,31,13.6,31,163,2016/12/14 00:00:00+00,44.5485,-67.66527,EN
606000.8269,4934993.6038,333,EN006.90,CA,30,4,0.58,360,22.5,31,163,2007/11/26 00:00:00+00,44.56048,-67.66524,EN
606862.2946,4935453.294,334,EN010.00,CA,30,4.2,0.43,32,15.5,31,163,2000/11/07 00:00:00+00,44.56449,-67.6543,EN
607368.5131,4935534.9908,335,EN010.50,CA,24,4.1,0.51,84,18.9,31,163,2005/11/15 00:00:00+00,44.56515,-67.64791,EN
606988.7471,4935347.6034,336,EN012.00,A,30,5.3,0.58,68,29.7,31,163,2018/07/12 00:00:00+00,44.56352,-67.65273,EN
608862.5953,4933833.2513,337,EN013.00,A,30,2.6,0.26,11,5.6,31,163,2017/06/12 00:00:00+00,44.54961,-67.62946,EN
608001.7249,4931374.4475,338,EN016.00,A,30,2.3,0.27,26,5.4,31,163,2017/05/30 00:00:00+00,44.52761,-67.64081,EN
608792.9716,4931208.774,339,EN017.60,A,30,2,0.12,7.3,3,31,163,2017/04/25 00:00:00+00,44.526,-67.63089,EN
609877.7866,4929997.0539,340,EN023.00,R,30,3.7,0.53,220,18.3,31,163,2017/05/30 00:00:00+00,44.51493,-67.6175,EN
609850.486,4929731.0386,341,EN023.50,A,30,2.6,0.33,48,7,31,163,2017/05/30 00:00:00+00,44.51254,-67.6179,EN
611385.4853,4927100.5235,342,EN025.00,A,30,2.7,0.27,14,6.2,31,163,2017/06/12 00:00:00+00,44.48863,-67.59916,EN
611596.2038,4925945.2542,343,EN026.00,A,30,3,0.45,80,11.6,31,163,2015/09/23 00:00:00+00,44.4782,-67.59676,EN
611939.6239,4925081.161,344,EN027.00,A,30,3.5,0.46,104,13.9,31,163,2017/05/30 00:00:00+00,44.47037,-67.59263,EN
611848.9567,4927668.4815,345,EN032.00,A,30,3.3,0.44,44,12.4,31,163,2017/05/30 00:00:00+00,44.49367,-67.59321,EN
611773.6703,4930056.0761,346,EN037.00,P,30,2.6,0.33,54,7.2,31,163,2017/05/30 00:00:00+00,44.51517,-67.59364,EN
611122.3855,4929322.6776,347,EN039.00,A,30,4.2,0.53,240,20.5,31,163,2017/06/12 00:00:00+00,44.50867,-67.60199,EN
610457.01,4930811.3215,348,EN043.00,A,30,3.7,0.53,300,18,31,163,2017/05/30 00:00:00+00,44.52217,-67.61004,EN
610331.5985,4931221.4097,349,EN045.50,A,30,2.1,0.18,12,3.6,31,163,2017/04/25 00:00:00+00,44.52588,-67.61153,EN
611543.9444,4931581.0188,350,EN047.60,A,30,2.3,0.26,20,5,31,163,2017/04/25 00:00:00+00,44.52893,-67.5962,EN
612092.1932,4931821.5764,351,EP001.00,A,30,2.3,0.3,70,5.8,31,163,2017/04/25 00:00:00+00,44.53101,-67.58925,EP
613316.2804,4931907.2784,352,EP002.00,A,30,2.2,0.16,8,3.6,31,163,2017/04/25 00:00:00+00,44.53159,-67.57383,EP
614495.2478,4939132.6052,353,EP006.91,A,30,1.9,0,2,1.9,31,163,2017/04/25 00:00:00+00,44.59643,-67.55739,EP
614289.5182,4941116.8143,354,EP009.00,A,30,3.3,0.47,148,13.3,31,163,2017/04/11 00:00:00+00,44.61432,-67.55954,EP
614389.0265,4942670.8514,355,EP013.00,A,30,2.4,0.25,15,5.2,31,163,2017/04/11 00:00:00+00,44.62829,-67.55794,EP
615056.2394,4943033.8112,356,EP014.10,A,30,2.6,0.2,10,4.8,31,163,2018/06/07 00:00:00+00,44.63145,-67.54945,EP
614596.9773,4943921.2489,357,EP014.50,A,30,2.1,0.12,6,3.1,31,163,2017/04/25 00:00:00+00,44.63951,-67.55504,EP
613045.6777,4946208.4641,358,EP016.00,P,16,17.6,0.63,160,115.8,31,163,2012/02/22 00:00:00+00,44.66034,-67.57409,EP
615195.265,4945739.7415,359,EP017.50,A,30,3.7,0.46,58,14.7,31,163,2018/06/27 00:00:00+00,44.65578,-67.54709,EP
615519.2429,4944475.4638,360,EP018.00,A,30,3.9,0.62,740,24.7,31,163,2018/06/26 00:00:00+00,44.64435,-67.54329,EP
615476.4463,4943984.6764,361,EP018.50,A,30,2.9,0.4,78,9.6,31,163,2017/04/25 00:00:00+00,44.63994,-67.54394,EP
618450.2547,4944527.3937,362,EP021.00,A,30,5,0.57,148,26.9,31,163,2017/05/30 00:00:00+00,44.64434,-67.50633,EP
618477.618,4943770.0694,363,EP022.00,A,30,2.7,0.42,86,9.6,31,163,2017/04/11 00:00:00+00,44.63752,-67.50616,EP
619337.2751,4941381.276,364,EP023.00,A,30,2.4,0.3,33,5.9,31,163,2017/02/27 00:00:00+00,44.61588,-67.49588,EP
620829.7567,4940766.7046,365,EP025.00,A,30,3.1,0.4,90,10.5,31,163,2017/02/27 00:00:00+00,44.6101,-67.47722,EP
621733.8308,4940430.2859,366,EP029.00,A,30,2.9,0.45,200,11.3,31,163,2017/04/11 00:00:00+00,44.60692,-67.46591,EP
624197.8859,4941420.516,367,EQ001.00,A,30,2.3,0.3,52,5.7,31,163,2017/04/25 00:00:00+00,44.61541,-67.43463,EQ
622995.3149,4943972.2151,368,EQ002.50,A,30,3,0.54,420,14.9,31,163,2017/04/25 00:00:00+00,44.63858,-67.44917,EQ
623775.219,4945380.5641,369,EQ003.00,A,30,2.9,0.46,460,11.8,31,163,2017/04/25 00:00:00+00,44.65112,-67.439,EQ
622657.355,4947147.1924,370,EQ005.10,A,30,4.9,0.52,152,23.3,31,163,2017/04/25 00:00:00+00,44.66721,-67.45267,EQ
623355.4352,4946968.2456,371,EQ005.60,A,30,3.1,0.58,1200,17.5,31,163,2017/04/25 00:00:00+00,44.66548,-67.44391,EQ
624058.941,4947128.3999,372,EQ006.20,A,30,4.5,0.53,1020,22.2,31,163,2017/04/25 00:00:00+00,44.6668,-67.435,EQ
624396.1047,4946585.9392,373,EQ006.70,A,30,3.5,0.41,124,11.9,31,163,2017/04/25 00:00:00+00,44.66186,-67.43088,EQ
624603.1672,4942919.5615,374,EQ009.00,A,30,2,0.15,8,3.2,31,163,2017/04/25 00:00:00+00,44.62883,-67.42916,EQ
628571.0854,4944185.1451,375,ER004.00,A,30,4.3,0.45,38,16.5,31,163,2017/05/30 00:00:00+00,44.63952,-67.37884,ER
628467.899,4944666.4868,376,ER005.00,A,30,2.7,0.23,12,5.5,31,163,2018/04/02 00:00:00+00,44.64387,-67.38002,ER
628442.0023,4948442.0065,377,ER008.00,CA,30,3.5,0.35,18,10.1,31,163,2019/07/08 00:00:00+00,44.67785,-67.3794,ER
627793.4852,4948279.1193,378,ER009.00,CA,30,4.8,0.5,112,21.4,31,163,2018/02/20 00:00:00+00,44.6765,-67.38762,ER
626990.3027,4949366.7407,379,ER012.00,P,30,4,0.47,78,16.5,31,163,2017/11/02 00:00:00+00,44.68643,-67.39748,ER
627197.4589,4949354.1508,380,ER012.10,CA,30,3.7,0.36,24,10.9,31,163,2019/07/08 00:00:00+00,44.68628,-67.39487,ER
627325.0102,4950523.4789,381,ER016.00,CA,30,4.5,0.44,35,17.1,31,163,2019/07/08 00:00:00+00,44.69678,-67.39297,ER
628243.4549,4952247.4517,382,ER038.00,P,30,4.8,0.5,320,21.5,31,163,2017/05/23 00:00:00+00,44.71213,-67.38095,ER
628093.8208,4951722.1856,383,ER039.00,P,30,4.8,0.49,84,20.8,31,163,2017/05/23 00:00:00+00,44.70743,-67.38297,ER
627842.9982,4949862.5232,384,ER043.00,CA,30,3.6,0.44,62,13.4,31,163,2019/07/08 00:00:00+00,44.69074,-67.3866,ER
628755.6043,4949891.7782,385,ER045.00,CA,30,3.8,0.47,72,15.3,31,163,2019/08/05 00:00:00+00,44.69084,-67.37508,ER
