OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID,x,y
632,WJ049.50,A,30,3.7,0.47,102.0,14.9,31,163,11/5/2018 0:00,43.85527101,-69.96093968,WJ,84bd096f-3cc4-4ef0-a618-05729022c0e3,422770.3331,4856247.041
633,WJ050.50,A,30,3.1,0.47,112.0,12.5,31,163,11/5/2018 0:00,43.85544101,-69.95218969,WJ,20dc6bab-2822-47c6-b2c8-b793de953f5b,423473.7809,4856257.787
634,WJ051.00,A,30,3.7,0.38,31.0,11.8,31,163,4/9/2019 0:00,43.84707101,-69.95785969,WJ,c9bbf047-937e-4ec0-80eb-0ad462c418ec,423007.3211,4855333.432
635,WJ055.00,A,30,2.7,0.37,60.0,8.4,31,163,4/9/2019 0:00,43.82138102,-69.97636968,WJ,b96ee465-1428-4182-9c47-a7718487472d,421485.8056,4852497.565
636,WJ056.00,A,30,2.5,0.3,32.0,6.2,31,163,4/9/2019 0:00,43.80802102,-69.99353968,WJ,74e32c9d-dad5-49de-8889-1bb758210876,420087.269,4851030.175
637,WJ057.00,A,30,2.6,0.31,32.0,6.7,31,163,4/9/2019 0:00,43.78616103,-70.00533967,WJ,8356f49a-81ae-4e32-8c98-b7b46340be42,419108.6761,4848613.765
638,WJ058.00,A,30,2.5,0.28,31.0,5.8,31,163,4/9/2019 0:00,43.77757103,-70.01706967,WJ,8f464873-7641-486f-8903-e27675b21383,418153.1373,4847671.25
639,WJ059.00,A,30,2.4,0.28,30.0,5.5,31,163,4/9/2019 0:00,43.76882103,-70.01887967,WJ,1e4e0687-6799-442c-94ad-96ca1d5e3d82,417995.5234,4846701.23
640,WJ060.00,A,30,2.6,0.27,31.0,6.0,31,163,4/9/2019 0:00,43.75645103,-70.03379967,WJ,45f0823c-506e-490e-b2e8-563aeb622b5a,416777.5349,4845342.25
641,WJ062.00,A,30,2.2,0.34,146.0,6.2,31,163,1/9/2018 0:00,43.73968104,-70.04099966,WJ,962f1985-c000-4678-b1a3-43bc31a5590b,416174.5184,4843486.971
642,WJ063.00,A,30,1.9,0.0,2.0,1.9,31,163,1/9/2018 0:00,43.74711103,-70.03311967,WJ,8321d9ae-ad1b-4e14-b987-2218af36c76e,416819.3399,4844304.232
643,WJ064.00,A,30,2.2,0.17,8.0,3.6,31,163,3/27/2017 0:00,43.75472103,-70.03083967,WJ,491c2fff-83f1-4d37-a95d-2cb4b88512e2,417013.4296,4845147.14
644,WJ065.00,A,30,2.1,0.19,16.0,3.8,31,163,1/22/2018 0:00,43.76219103,-70.02174967,WJ,339057db-c08e-4439-980d-ea75301e5d82,417755.4465,4845967.721
645,WJ066.00,A,30,2.3,0.27,48.0,5.3,31,163,1/22/2018 0:00,43.75885103,-70.02172967,WJ,b16aef24-0949-4ae6-b790-58b8b5ef5c65,417752.4807,4845596.748
646,WJ067.00,A,30,2.9,0.39,42.0,9.4,31,163,6/12/2019 0:00,43.74930103,-70.02482967,WJ,425c96fb-e757-44e2-bdcc-a551e3f8fd41,417489.8132,4844539.172
647,WJ068.50,A,30,3.1,0.39,58.0,10.1,31,163,4/9/2019 0:00,43.75107103,-70.01652967,WJ,35b528df-7a2a-4cb6-90d8-1460e2894d8e,418160.4706,4844727.522
648,WJ070.00,A,30,2.8,0.33,32.0,7.7,31,163,4/9/2019 0:00,43.74146104,-70.01689967,WJ,cd2fcc88-8af4-4b27-9ecc-7b676c759513,418117.5823,4843660.566
649,WK002.00,A,30,2.0,0.07,4.0,2.5,31,163,4/10/2019 0:00,43.74764103,-70.00221968,WK,364e45ca-292f-4977-9967-16beefec5ceb,419307.9473,4844332.537
650,WK004.00,A,30,2.1,0.16,12.0,3.4,31,163,4/10/2019 0:00,43.75800103,-69.99823968,WK,3febd807-1050-4c32-bb0e-71069e8b29c2,419642.2566,4845479.288
651,WK005.50,A,30,2.4,0.23,15.0,4.9,31,163,4/10/2019 0:00,43.75832103,-70.00847967,WK,ce677781-e819-4bd2-b479-2b06c859487b,418818.3714,4845524.813
652,WK007.00,A,30,1.9,0.05,4.0,2.3,31,163,4/10/2019 0:00,43.77436103,-69.99209968,WK,f9e30ef9-44c7-494c-933f-959dc7bc48bf,420158.2904,4847290.356
653,WK007.10,A,30,3.6,0.39,35.0,11.4,31,163,4/10/2019 0:00,43.78727103,-69.98593968,WK,2f5dc917-72db-49e0-9913-3433edc31812,420671.1072,4848718.275
654,WK008.00,A,30,2.9,0.26,12.0,6.4,31,163,4/10/2019 0:00,43.79257103,-69.97585968,WK,3259ad31-7c93-419f-80bf-58cd1b7d1fae,421489.0878,4849297.307
655,WK009.00,A,30,2.7,0.31,24.0,6.8,31,163,4/10/2019 0:00,43.80658102,-69.97555968,WK,237df043-d19c-4063-a018-30a0a5a45d0e,421531.563,4850853.037
656,WK010.00,A,30,2.2,0.2,16.0,4.2,31,163,4/10/2019 0:00,43.80019102,-69.97207969,WK,7acca133-2ceb-45ec-a315-3bdc257613f3,421803.14,4850140.04
657,WK011.00,A,30,2.9,0.31,24.0,7.6,31,163,4/10/2019 0:00,43.81349102,-69.96004969,WK,e9b9b6b0-a6b4-487e-ae85-3c54a38e5ed5,422788.0065,4851605.906
658,WK012.00,A,30,2.0,0.1,6.0,2.7,31,163,4/10/2019 0:00,43.80084102,-69.96086969,WK,1202dc0e-d330-4080-9d12-5850740bbc31,422705.7459,4850201.703
659,WK013.10,A,30,2.0,0.08,4.0,2.5,31,163,4/10/2019 0:00,43.81788102,-69.95343969,WK,5e5a7ce2-02dd-4b76-b165-900e7eea3824,423325.2355,4852087.334
660,WK013.20,A,30,2.2,0.18,14.0,3.9,31,163,4/10/2019 0:00,43.83021102,-69.94793969,WK,dc0e10e8-b9f2-4daa-b7bf-e56f13505eff,423783.2323,4853451.684
661,WK013.30,A,30,2.7,0.28,20.0,6.3,31,163,4/10/2019 0:00,43.83410102,-69.95204969,WK,30b2ee4a-aee2-43a1-aa32-e32395bd13e4,423457.7489,4853887.522
662,WK014.00,A,30,3.2,0.42,72.0,11.3,31,163,10/20/2015 0:00,43.85257101,-69.94189969,WK,c2a21837-5c71-42db-b655-74eb4dfcf186,424297.1465,4855929.557
663,WK014.10,A,30,3.7,0.46,38.0,14.5,31,163,10/20/2015 0:00,43.86168101,-69.93698969,WK,cad90fad-f258-4726-b31c-bdd231df699a,424703.2425,4856936.882
664,WK014.30,A,30,2.8,0.38,89.0,8.7,31,163,10/10/2018 0:00,43.84783101,-69.93431969,WK,15b7f804-f9d8-4e30-9210-2790c3a3b607,424900.4244,4855396.196
665,WK014.40,A,30,2.3,0.18,10.0,4.0,31,163,10/10/2018 0:00,43.84024101,-69.93821969,WK,1cd43814-31ab-4f0a-b041-d790212e9564,424577.3828,4854556.758
666,WK015.10,A,30,2.3,0.2,10.0,4.2,31,163,4/10/2019 0:00,43.83413102,-69.9271897,WK,5a9051e7-dbbb-42a1-b795-d35028d3fc29,425456.4707,4853868.151
667,WK016.50,A,30,2.2,0.15,8.0,3.5,31,163,9/11/2019 0:00,43.82613102,-69.9338097,WK,6d4d18ee-dd6c-4d45-bc12-1a339f71422c,424914.2094,4852985.617
668,WK017.00,A,30,2.6,0.34,90.0,7.2,31,163,5/1/2019 0:00,43.80943102,-69.9312497,WK,250ef094-e7de-4c43-b98e-c0dd0849a4e2,425099.1803,4851128.514
669,WK018.00,A,30,2.9,0.35,40.0,8.2,31,163,10/10/2018 0:00,43.85051101,-69.9247697,WK,aeda8c6b-3b86-4f57-925b-abbfc3ac0f88,425671.3738,4855685.223
670,WK018.10,A,30,2.8,0.29,24.0,6.8,31,163,10/10/2018 0:00,43.85695101,-69.9191097,WK,d745f73f-6834-4341-9b85-bdd7b5d65064,426134.2494,4856395.413
671,WK019.80,A,30,2.5,0.32,58.0,6.6,31,163,4/10/2019 0:00,43.81336102,-69.94351969,WK,66c49bf5-e397-47c4-8f7f-320b39c94057,424117.2718,4851576.177
672,WK022.00,A,30,2.1,0.17,12.0,3.6,31,163,4/10/2019 0:00,43.79547102,-69.94524969,WK,96335c45-d59f-4837-aff1-84dd6bba0cf0,423955.4433,4849590.819
673,WK023.00,A,30,2.4,0.22,11.0,4.7,31,163,2/11/2019 0:00,43.78159103,-69.95493969,WK,0157d535-558d-4c42-93d7-d29136d32c34,423158.1066,4848058.193
674,WK023.10,A,30,2.1,0.11,4.0,2.9,31,163,4/10/2019 0:00,43.78551103,-69.96520969,WK,4d2128bc-0e99-4eb2-b124-a8d0276e8c65,422336.7745,4848503.147
675,WK023.20,A,30,2.0,0.1,6.0,2.7,31,163,4/10/2019 0:00,43.79214102,-69.95790969,WK,494d2234-6c25-49ee-beed-2cf6797d4f6a,422932.6733,4849232.682
676,WK024.00,A,30,2.6,0.33,60.0,6.9,31,163,3/19/2019 0:00,43.77427103,-69.96694969,WK,95c16232-e2a3-40d3-bc82-3bb88fbd9947,422182.191,4847256.419
677,WK025.00,A,30,2.7,0.26,24.0,6.0,31,163,10/7/2019 0:00,43.76275103,-69.97917968,WK,bc5639f7-40a1-4cd4-b652-12120cb41603,421182.8187,4845988.528
678,WK042.00,A,30,1.9,0.05,4.0,2.3,31,163,4/29/2019 0:00,43.77395103,-69.95460969,WK,a1365fff-4a62-4d90-8507-3682434d1a03,423174.8789,4847209.357
679,WK044.00,A,30,2.1,0.21,25.5,4.0,31,163,4/29/2019 0:00,43.79323102,-69.9424197,WK,6aa86937-77bf-4d96-9035-7495c5632d3b,424180.283,4849339.438
680,WK044.50,A,30,2.2,0.22,14.0,4.4,31,163,4/29/2019 0:00,43.78370103,-69.94493969,WK,1d21cd33-5410-465c-9f6a-bc9168426de6,423965.462,4848283.307
681,WK048.00,A,30,3.0,0.33,43.6,8.2,31,163,4/29/2019 0:00,43.77467103,-69.9430197,WK,5b328a5c-f18f-4acb-a721-8a79432b89d4,424108.5336,4847278.636
682,WK052.00,A,30,2.0,0.1,6.0,2.7,31,163,4/29/2019 0:00,43.77899103,-69.9348997,WK,0d15223f-6a8e-4df2-9b6f-07a59dc0f026,424767.4267,4847751.023
683,WK052.10,A,30,3.5,0.53,620.0,17.1,31,163,4/29/2019 0:00,43.78989102,-69.9351797,WK,5e1bfefc-e4be-42fc-b166-8b9da47055b1,424758.5684,4848961.878
684,WK052.80,A,30,3.8,0.47,78.0,15.6,31,163,4/29/2019 0:00,43.79333102,-69.9338797,WK,f67f0a93-8ec6-4929-9a11-96de3d6f8b0d,424867.4724,4849342.759
685,WK052.90,A,30,2.2,0.2,16.0,4.0,31,163,4/29/2019 0:00,43.79455102,-69.9288697,WK,7de8fe69-499b-4a47-a9db-a0a8c449a336,425272.0589,4849473.722
686,WK053.00,A,30,4.6,0.57,620.0,24.8,31,163,4/29/2019 0:00,43.80038102,-69.9335797,WK,07f92b24-22f4-4e18-b8d0-9efcc96a8bda,424900.4389,4850125.491
687,WK053.50,A,30,4.5,0.59,840.0,25.7,31,163,4/29/2019 0:00,43.80559102,-69.9312997,WK,67024036-ca91-448e-af0e-91af8abf8e9c,425090.3595,4850702.071
688,WK054.50,A,30,2.5,0.32,32.7,6.6,31,163,4/29/2019 0:00,43.80966102,-69.9216097,WK,c8a356c4-7fe9-4f2f-a6a0-d4956870c4c9,425874.8168,4851145.379
689,WK055.00,A,30,2.3,0.21,20.0,4.4,31,163,1/20/2016 0:00,43.83084102,-69.9159197,WK,0538d2e3-c7bd-487e-9a04-e3a960c312a6,426358.5052,4853492.653
690,WK056.00,A,30,2.2,0.19,15.0,3.9,31,163,12/28/2015 0:00,43.83587101,-69.9133097,WK,dc7d6165-2d6a-47b7-a5b7-a4c564c30912,426574.5223,4854048.99
691,WK057.00,A,30,2.6,0.31,46.0,6.5,31,163,4/29/2019 0:00,43.82417102,-69.9142497,WK,e22fcf1e-a433-407b-bfc4-02661e17f8d7,426484.59,4852750.364
692,WK058.00,A,30,3.2,0.31,20.0,8.1,31,163,4/29/2019 0:00,43.82699102,-69.9115297,WK,db8cd857-4a1f-48bf-bc1c-2bf4c22323b1,426706.7584,4853061.154
693,WK059.20,A,30,3.6,0.38,40.0,11.3,31,163,4/29/2019 0:00,43.82924102,-69.90434971,WK,55289b19-d7f6-4c6c-af01-ade82f397d2c,427286.8132,4853304.714
694,WK061.00,A,30,3.7,0.4,36.4,12.6,31,163,4/29/2019 0:00,43.82739102,-69.90292971,WK,3405f7c7-7870-4879-91d8-bd0296472a7d,427398.7445,4853097.997
695,WK063.00,A,30,2.2,0.17,8.0,3.8,31,163,4/29/2019 0:00,43.82341102,-69.90162971,WK,8258f281-5ba9-4d8c-b167-549a1b17061a,427498.4558,4852654.818
696,WK063.20,A,30,2.3,0.33,112.0,6.4,31,163,4/29/2019 0:00,43.81605102,-69.89931971,WK,fe00c25f-94d6-4d10-b0cb-9904aeace565,427675.3228,4851835.36
697,WK064.10,A,30,2.7,0.37,88.0,8.0,31,163,4/29/2019 0:00,43.80791102,-69.90733971,WK,70189880-f3ab-4c8f-8bbf-8b80a8d0ecca,427020.4276,4850938.334
698,WK065.00,R,30,4.9,0.67,320.0,36.9,31,163,4/1/2019 0:00,43.79879102,-69.9148497,WK,3e84f988-c9f9-4dbe-85c4-323a16c4f622,426405.1818,4849932.075
699,WK066.00,A,30,2.8,0.38,64.0,8.9,31,163,4/24/2018 0:00,43.79964102,-69.90563971,WK,6210d8e0-a18d-4b25-a1b6-a94adc9611f1,427147.113,4850018.332
700,WK067.00,A,30,2.0,0.08,4.0,2.5,31,163,4/24/2018 0:00,43.79169102,-69.89730971,WK,e6580c38-d286-4a95-9812-4f71b9400e3f,427807.639,4849128.072
701,WK068.00,A,30,2.8,0.54,1360.0,14.1,31,163,4/3/2018 0:00,43.78815102,-69.89433971,WK,d9c27ea4-93fb-46c0-ac1e-e7a6e7dab593,428042.3415,4848732.319
702,WK068.10,A,30,3.8,0.53,126.0,18.7,31,163,9/4/2018 0:00,43.78532102,-69.89780971,WK,e762621a-8b99-482d-a08f-7eab8ceeaf4a,427759.7396,4848421.029
703,WL005.00,A,30,2.7,0.31,24.0,6.9,31,163,9/4/2018 0:00,43.80272102,-69.88890971,WL,7b5f81ea-5fc7-4783-aa8f-d109ae74b793,428496.6118,4850345.822
704,WL006.00,A,30,2.9,0.37,62.0,8.9,31,163,4/1/2019 0:00,43.81710102,-69.88580971,WL,09528a61-cb93-4251-89f3-97e4eb1a10d3,428763.0696,4851940.258
705,WL007.00,A,30,2.3,0.26,33.0,5.2,31,163,11/13/2018 0:00,43.81352102,-69.88118971,WL,92b90a93-cf75-4128-b63c-ec34474c5d46,429130.3777,4851538.679
706,WL010.00,A,30,2.7,0.34,30.0,7.6,31,163,9/4/2018 0:00,43.82832102,-69.88756971,WL,0997f14c-ea9d-4813-9899-24587a6dc309,428634.8976,4853187.923
707,WL011.00,A,30,3.2,0.42,66.0,11.4,31,163,9/4/2018 0:00,43.84113101,-69.88497971,WL,0a85c921-1878-4236-9f05-52ad5cf61df8,428858.3684,4854608.436
708,WL012.00,A,30,3.7,0.49,360.0,16.3,31,163,5/1/2019 0:00,43.83828101,-69.89107971,WL,2fb60df6-05c3-4ebc-9bea-4ea6f40f088f,428364.5908,4854297.165
709,WL014.00,A,30,3.8,0.51,104.0,17.7,31,163,5/1/2019 0:00,43.85597101,-69.89151971,WL,0c4aca20-36e0-4f53-ac19-7b2f171e189b,428350.3981,4856262.292
710,WL015.00,A,30,2.7,0.3,28.0,6.7,31,163,2/5/2019 0:00,43.85719101,-69.89769971,WL,34db5cfd-e54f-405e-95d6-99a148dfe5bc,427855.1937,4856403.166
711,WL018.00,A,30,3.0,0.31,24.0,7.6,31,163,3/19/2019 0:00,43.85521101,-69.9128597,WL,6dba72f1-c74b-4b9b-9bf0-b154d486b31b,426634.409,4856196.595
712,WL019.00,A,30,2.8,0.37,34.5,8.6,31,163,1/7/2019 0:00,43.85666101,-69.9146397,WL,261f246c-d25b-4928-8c28-67da63321c22,426493.1331,4856359.221
713,WL020.00,A,30,3.1,0.51,320.0,14.6,31,163,1/7/2019 0:00,43.84879101,-69.9159997,WL,b89b0d49-c982-4760-8f7c-d4563781a7a8,426374.1513,4855486.345
714,WL020.50,A,30,3.1,0.44,92.0,11.6,31,163,1/7/2019 0:00,43.84079101,-69.9201097,WL,c045bd10-dc53-4eab-af9a-b4a2011aac73,426033.9134,4854601.49
715,WL021.00,A,30,3.4,0.36,44.0,10.0,31,163,10/10/2018 0:00,43.86533101,-69.9150697,WL,0b0220ca-dc3e-47ba-8acf-fb24de19434a,426469.2325,4857322.542
716,WL022.50,A,30,4.7,0.47,51.0,19.2,31,163,10/10/2018 0:00,43.86976101,-69.9139397,WL,f0da2c48-688f-46a3-9280-13855546f5a0,426565.4737,4857813.559
717,WL023.00,A,30,2.5,0.23,11.0,4.9,31,163,10/10/2018 0:00,43.85876101,-69.9133597,WL,1e832259-2b43-499e-813f-51987527d726,426598.5796,4856591.321
718,WL025.00,A,30,3.3,0.35,46.0,9.7,31,163,10/10/2018 0:00,43.86645101,-69.9100597,WL,9a47c7c1-d6ef-4281-81e8-970f4c5a7533,426873.1835,4857442.492
719,WL026.00,A,30,3.8,0.32,28.0,10.0,31,163,10/10/2018 0:00,43.87291101,-69.9094997,WL,9e1816a1-b4fa-443e-b460-5c1a6f3deb66,426926.0754,4858159.482
720,WL028.00,A,30,3.0,0.56,1700.0,15.9,31,163,10/10/2018 0:00,43.86882101,-69.9015497,WL,b4dfcf50-5fd5-40e8-b847-12b42018c680,427559.8675,4857698.226
721,WL030.00,A,30,2.9,0.31,25.0,7.3,31,163,10/10/2018 0:00,43.88379101,-69.89492971,WL,aebb2b8a-6aa0-4fd4-9f59-80cc1079e322,428109.792,4859355.103
722,WL031.00,A,30,3.6,0.39,35.0,11.6,31,163,10/10/2018 0:00,43.893431,-69.89203971,WL,fd71eedf-96c2-4e96-906b-65a58a431bf3,428353.5052,4860423.271
723,WL033.00,A,30,3.4,0.32,20.0,9.1,31,163,10/10/2018 0:00,43.888351,-69.88651971,WL,728650c8-c527-4acf-983d-f91c7ab103e8,428790.8068,4859854.284
724,WL034.50,A,30,2.6,0.25,10.0,5.5,31,163,10/10/2018 0:00,43.896791,-69.87919971,WL,06a5dd35-c81b-4300-80d8-7665c94b1511,429388.7569,4860785.401
725,WL035.00,A,30,2.3,0.21,18.2,4.3,31,163,11/17/2015 0:00,43.907181,-69.87194971,WL,9186c942-f525-4987-910a-33fb332c2654,429983.2072,4861933.21
726,WL036.10,A,30,2.4,0.29,31.0,5.9,31,163,12/15/2015 0:00,43.911451,-69.86958971,WL,3a121366-d2f8-42df-b0c3-15b3b966fcbe,430177.7059,4862405.467
727,WL036.70,A,30,2.9,0.44,92.0,10.9,31,163,10/10/2018 0:00,43.918841,-69.86570971,WL,78390963-8b3c-4a0a-8bd1-d5102e261647,430497.8474,4863222.977
728,WL036.90,A,30,5.8,0.53,124.0,28.0,31,163,10/10/2018 0:00,43.930891,-69.86136971,WL,df65c553-2702-43fc-9445-d1993acbe377,430860.2374,4864557.689
729,WL037.00,A,30,3.0,0.29,31.0,7.4,31,163,5/22/2019 0:00,43.892251,-69.88019971,WL,93af6529-20f7-4a44-b129-677c2163f9f4,429303.0724,4860282.015
730,WL037.50,A,30,3.4,0.34,40.0,9.6,31,163,5/22/2019 0:00,43.88004101,-69.88732971,WL,ec0ce484-0f6c-48a3-a761-a635286a9c22,428715.8346,4858932.023
731,WL038.00,A,30,2.2,0.18,10.0,3.9,31,163,5/22/2019 0:00,43.86877101,-69.88974971,WL,8828a9ba-1dd8-427c-a006-57b233a34267,428507.9487,4857682.4
732,WL040.00,A,30,2.2,0.17,12.0,3.7,31,163,5/22/2019 0:00,43.85812101,-69.88147971,WL,1bf6b525-c015-454d-bc0e-ffadafb442e5,429159.8402,4856492.433
733,WL042.10,A,30,2.4,0.23,18.1,4.8,31,163,5/22/2019 0:00,43.86736101,-69.88328971,WL,6caf1cdc-6514-4741-82f8-01b0af35591b,429025.3428,4857520.231
734,WL043.10,A,30,2.5,0.27,20.0,5.7,31,163,5/22/2019 0:00,43.87446101,-69.87219971,WL,c2672466-1bb9-4a41-bc2d-65bd2d7cda5b,429924.7761,4858299.337
735,WL044.00,A,30,2.2,0.15,8.0,3.4,31,163,5/22/2019 0:00,43.86051101,-69.87184971,WL,0874cf01-1968-405c-8cb4-31c0eb872204,429936.5568,4856749.674
736,WL044.40,A,30,2.8,0.24,10.0,5.8,31,163,5/22/2019 0:00,43.88219101,-69.86490972,WL,04b6e9c7-67a8-44b3-a672-402fb200ef49,430519.4626,4859151.723
737,WL046.00,A,30,2.9,0.24,10.0,6.0,31,163,5/22/2019 0:00,43.88035101,-69.86178972,WL,ff65ad0c-8155-4af5-baca-eff80b2ddd62,430767.9705,4858944.743
738,WL046.50,A,30,2.5,0.25,15.0,5.4,31,163,5/22/2019 0:00,43.87603101,-69.86264972,WL,cbe863c5-a42e-4dd8-890b-0e37ce07b130,430693.8745,4858465.659
739,WL047.00,A,30,3.2,0.31,22.0,8.2,31,163,5/22/2019 0:00,43.882211,-69.85397972,WL,3534e44e-2c7a-4e87-99e6-23c07914dd60,431397.5244,4859144.814
740,WL048.00,A,30,3.1,0.32,33.0,8.2,31,163,5/22/2019 0:00,43.87613101,-69.85153972,WL,e010bc2f-5922-49fe-b17f-ef79b704d0ec,431586.5797,4858467.511
741,WL048.50,A,30,2.4,0.22,22.0,4.8,31,163,5/22/2019 0:00,43.87155101,-69.86481972,WL,fd60286c-c57e-4eba-a499-a7e6606e0fff,430514.3285,4857969.906
742,WL049.00,A,30,2.0,0.09,4.0,2.7,31,163,5/22/2019 0:00,43.86098101,-69.86593972,WL,665c7ea7-3390-4ce8-9926-194cb28e2e9d,430412.0433,4856796.884
743,WL050.00,A,30,2.6,0.26,20.0,5.7,31,163,5/22/2019 0:00,43.85909101,-69.85956972,WL,85d3abac-3fe8-47e0-8239-2744e62e693c,430921.7633,4856581.628
744,WL051.00,A,30,2.5,0.26,14.0,5.5,31,163,5/22/2019 0:00,43.85737101,-69.86428972,WL,9e1e68a7-945c-4ad2-a4ee-969004a45c67,430540.4486,4856394.55
745,WL052.00,A,30,2.5,0.31,44.0,6.4,31,163,5/22/2019 0:00,43.85661101,-69.86723972,WL,13778008-d5f9-4236-8fb6-622c25895f1d,430302.4828,4856312.622
746,WL053.00,A,30,2.1,0.17,10.0,3.6,31,163,5/22/2019 0:00,43.85569101,-69.86486972,WL,83534427-2d63-4ff6-81df-020653bca304,430491.8846,4856208.447
747,WL054.00,A,30,2.3,0.22,14.0,4.4,31,163,5/22/2019 0:00,43.84980101,-69.86654972,WL,099e47de-4dad-4278-86e4-78786198242c,430350.0103,4855555.685
748,WL057.00,A,30,2.1,0.2,22.0,3.8,31,163,5/22/2019 0:00,43.83130101,-69.86766972,WL,969eaf48-91fe-4035-9a9b-01927bda487c,430238.4345,4853501.923
749,WL060.00,A,30,2.2,0.15,6.0,3.4,31,163,5/22/2019 0:00,43.82925102,-69.86548972,WL,97efaf4b-36be-42c9-9bcb-63e2605dd867,430411.3273,4853272.404
750,WL063.00,A,30,2.1,0.17,10.0,3.6,31,163,5/22/2019 0:00,43.83444101,-69.85236972,WL,20a8697e-0cd0-4363-95a1-862e4c7cec81,431472.1675,4853837.879
751,WL066.00,A,30,2.4,0.21,15.0,4.5,31,163,5/22/2019 0:00,43.83647101,-69.84793972,WL,9f92a0b4-f930-47fc-8f7e-048899522cea,431830.6377,4854059.68
752,WL068.00,A,30,2.7,0.33,22.0,7.4,31,163,6/25/2019 0:00,43.83918101,-69.84553972,WL,30f14b10-0040-48b0-b807-2ba20057a024,432026.6608,4854358.692
753,WL070.00,A,30,3.9,0.47,96.0,16.2,31,163,4/2/2019 0:00,43.83159101,-69.84931972,WL,fb3292da-90ae-4add-a23c-23411a8a452b,431714.1288,4853518.821
754,WL071.00,A,30,3.8,0.44,78.0,14.3,31,163,4/2/2019 0:00,43.82816101,-69.84783972,WL,b935eefd-b48f-4b4f-9fb9-958b54363bf4,431829.2179,4853136.648
755,WL073.00,A,30,5.1,0.54,200.0,25.4,31,163,4/2/2019 0:00,43.81581102,-69.85448972,WL,af98b89e-0ec7-480b-a050-9b2c2f8437b6,431280.3559,4851770.498
756,WL075.00,A,30,3.5,0.48,76.0,15.0,31,163,4/2/2019 0:00,43.80968102,-69.85805972,WL,0e8272ac-add2-47e1-9d6f-1b7420f0cf67,430986.1897,4851092.643
757,WL076.00,A,30,4.2,0.55,240.0,21.4,31,163,4/2/2019 0:00,43.81206102,-69.84693973,WL,a6db292a-bdf7-4c0b-bd39-8f1639221448,431883.2799,4851347.763
758,WL077.00,R,30,5.1,0.64,320.0,34.6,31,163,5/14/2019 0:00,43.79824102,-69.85079973,WL,7b5efa30-4daa-4ad7-ab28-2c00d401f4ce,431557.053,4849816.036
759,WL079.00,A,30,3.1,0.41,46.0,10.5,31,163,4/2/2019 0:00,43.78459102,-69.87327972,WL,a624ac3d-55df-445b-bff6-64a99fcb2137,429732.6425,4848318.842
760,WL081.00,A,30,3.8,0.51,380.0,17.7,31,163,4/2/2019 0:00,43.78061102,-69.86913972,WL,21adba16-4088-46a2-b41a-c6122013fccb,430061.1234,4847873.302
761,WL085.00,R,30,5.2,0.66,1280.0,37.6,31,163,4/2/2019 0:00,43.76900103,-69.86363972,WL,3d0e2646-fea4-4afa-a8a1-cacc737aa9bf,430490.257,4846579.218
762,WL087.20,R,30,6.1,0.79,800.0,64.9,31,163,4/2/2019 0:00,43.76211103,-69.86101972,WL,52f2a5f9-0982-44c9-bda5-c2adcb7ae8b4,430693.1725,4845811.794
763,WL089.00,A,30,2.9,0.47,300.0,11.8,31,163,4/2/2019 0:00,43.75171103,-69.86435972,WL,0f2b8218-707c-4817-9e70-74547119f7b0,430412.2698,4844659.532
764,WL095.50,A,30,4.5,0.52,76.0,21.2,31,163,4/2/2019 0:00,43.74662103,-69.85585973,WL,010014ee-5950-4420-ab81-63cd1404b6c8,431090.7487,4844087.115
765,WL096.00,A,30,2.6,0.28,18.2,6.1,31,163,2/11/2019 0:00,43.75459103,-69.84276973,WL,b7d947f4-5598-45d7-a483-b8dc66765205,432153.6931,4844961.487
766,WL097.00,A,30,3.5,0.56,220.0,18.8,31,163,4/2/2019 0:00,43.74632103,-69.84413973,WL,cfb35c8b-43d2-41f8-ac4b-d54cbbb33ed2,432034.0438,4844044.115
767,WL098.00,R,30,4.7,0.63,1320.0,31.2,31,163,4/2/2019 0:00,43.74017103,-69.84182973,WL,8ad5e997-058b-4c6c-8f0d-399a110b1059,432213.0947,4843359.183
768,WL099.00,A,30,3.6,0.46,70.0,14.4,31,163,4/2/2019 0:00,43.73274103,-69.84552973,WL,34256e56-bee4-4dd3-b1e0-0d9cedb1896e,431906.738,4842537.017
769,WL101.00,A,30,2.8,0.35,38.0,8.2,31,163,3/26/2019 0:00,43.72963103,-69.83812973,WL,8be64f03-2c02-4339-a8b8-f86c524d92a6,432499.1928,4842185.557
770,WL102.00,A,30,3.8,0.53,126.0,18.3,31,163,4/2/2019 0:00,43.72066103,-69.85047973,WL,e03e83a9-d315-48a9-ae67-3dfa13065370,431494.3305,4841199.455
771,WL103.00,A,30,3.5,0.5,82.0,15.6,31,163,4/2/2019 0:00,43.71701104,-69.84930973,WL,18a8ac9a-f9f9-4069-8eb5-bd98106265d3,431584.4204,4840793.109
772,WM001.00,A,30,3.6,0.37,22.0,10.8,31,163,4/2/2019 0:00,43.72437103,-69.83302974,WM,5f38f15c-41a7-4508-9aca-c7608d1079a7,432904.0634,4841597.225
773,WM003.00,A,30,2.4,0.27,22.0,5.4,31,163,6/24/2019 0:00,43.75298103,-69.78356975,WM,85a8e357-db36-47fa-8366-5936532f2bc1,436917.8491,4844735.894
