X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID
389550.0294,4810592.6861,519,WG008.30,CA,30,3.1,0.49,80,13.3,31,163,2018/12/10 00:00:00+00,43.4401,-70.36485,WG,d8dc20b3-1b42-48fa-9b6a-f6372987a646
389158.8906,4810238.0672,520,WG008.50,CA,30,3.3,0.35,33,9.5,31,163,2018/12/10 00:00:00+00,43.43685,-70.36961,WG,c6e814c5-0ae4-445c-b6ed-d2665e02d07e
388939.0001,4811091.5148,521,WG008.60,CA,30,3.5,0.43,52,12.6,31,163,2018/12/10 00:00:00+00,43.4445,-70.3725,WG,baad7078-2867-46c1-97bc-dc6d03c44da9
388951.4385,4812141.1005,522,WG008.80,CA,30,3.5,0.45,46,13.6,31,163,2018/12/10 00:00:00+00,43.45395,-70.37256,WG,50c0590f-5de4-4a58-a9de-ec4b85a3e730
389646.7464,4811704.2088,523,WG008.90,CA,30,3.3,0.39,62,10.8,31,163,2019/01/07 00:00:00+00,43.45012,-70.36388,WG,077f868b-85dd-430c-a943-fd03564d36c9
390099.2372,4820623.9389,524,WG020.00,P,30,5.4,0.6,144,32.2,31,163,2018/04/03 00:00:00+00,43.53048,-70.36009,WG,2b642166-0359-4190-a38f-62d74ac71e90
392002.6039,4821725.0807,525,WG021.00,A,30,3.5,0.42,52,12.2,31,163,2018/04/03 00:00:00+00,43.54067,-70.33676,WG,9d43be10-ac2e-4e42-8ded-e3ee42e02a50
389618.2038,4824255.5971,526,WG024.70,CA,30,3.6,0.33,24,9.8,31,163,2018/01/30 00:00:00+00,43.5631,-70.36678,WG,b51d3e6c-23a8-4d4a-be4b-7c29fa119589
390362.7109,4823692.388,527,WG025.00,CA,30,3.5,0.36,20,10.5,31,163,2017/08/09 00:00:00+00,43.55814,-70.35745,WG,bcbc272b-ff8d-408a-b80e-e683b1ac4313
390992.8453,4823939.857,528,WG026.50,CA,30,3.9,0.46,86,15.7,31,163,2016/09/19 00:00:00+00,43.56046,-70.3497,WG,39f5abbe-91ad-43b4-81cb-fb91d0dea1e1
391339.0919,4824568.5677,529,WG026.60,CA,30,7.3,0.41,76,24.7,31,163,2017/08/09 00:00:00+00,43.56617,-70.34554,WG,ef4b5902-1ca8-4774-8417-4d5534827b7c
391066.5829,4823505.4092,530,WG027.00,A,30,3.4,0.45,128,13.3,31,163,2018/04/03 00:00:00+00,43.55656,-70.3487,WG,37740d53-3cf3-4a1d-98c3-2ffaf124150e
391124.1095,4822419.1286,531,WG032.00,CA,30,5.2,0.52,102,24.6,31,163,2017/08/16 00:00:00+00,43.54679,-70.34777,WG,6cf5560b-9504-49d5-a8bf-088c736b5d58
391432.8263,4822621.8692,532,WG032.50,A,30,2.5,0.24,22,5.3,31,163,2017/10/03 00:00:00+00,43.54866,-70.34399,WG,0e1441cc-789e-4541-ad08-31ecd253c082
392286.3711,4824251.1367,533,WG033.00,A,30,4.3,0.43,74,15.8,31,163,2018/06/04 00:00:00+00,43.56345,-70.33375,WG,c119371b-4bd3-4a8e-ab66-ae35dd05a7c9
393143.7829,4824677.3463,534,WG034.00,CA,30,3.9,0.31,24,9.9,31,163,2018/01/30 00:00:00+00,43.56741,-70.32322,WG,27564f1c-87f3-4741-bfdb-6d5b1382b2d1
393196.8366,4825016.4343,535,WG035.00,CA,30,6.2,0.44,62,23.4,31,163,2017/06/28 00:00:00+00,43.57047,-70.32263,WG,f2b15995-86f5-4c3c-974f-8814a8609a6d
392034.1082,4823383.1367,536,WG036.00,A,30,2.4,0.26,18,5.4,31,163,2017/10/03 00:00:00+00,43.5556,-70.3367,WG,d15ce693-4b90-4bab-a8bb-65cd846387b1
391933.8975,4822879.2919,537,WG037.00,A,30,2.3,0.18,9.1,4,31,163,2017/10/03 00:00:00+00,43.55105,-70.33784,WG,82d8bd2d-e088-4ebf-b1ff-0d0f93cb360e
392219.6103,4822154.8431,538,WG038.00,A,30,3.5,0.39,31,11.2,31,163,2018/04/03 00:00:00+00,43.54457,-70.33416,WG,cbf06d17-5f96-4fb6-8489-400248be83b9
392856.0582,4822490.1476,539,WG039.00,A,30,2.2,0.26,44,4.9,31,163,2018/04/03 00:00:00+00,43.54768,-70.32635,WG,dd682215-fa09-4b88-ab9b-a5e80ccf1220
393478.2739,4822900.1654,540,WG041.00,A,30,2.8,0.28,18,6.5,31,163,2017/10/03 00:00:00+00,43.55146,-70.31873,WG,aaeccb79-5646-47fa-98bd-1780f6d54ee2
393128.8441,4822012.5644,541,WG044.00,A,30,3.1,0.42,80,11.2,31,163,2018/04/03 00:00:00+00,43.54342,-70.32288,WG,68ccbfe8-d854-4469-8d8f-cc32d22ca519
393149.6363,4820575.8607,542,WG046.00,A,30,2.2,0.21,10,4.2,31,163,2018/04/03 00:00:00+00,43.53049,-70.32234,WG,62e64767-dde3-4af2-b69e-5770001207d6
394005.234,4821425.4652,543,WH001.00,A,30,2.4,0.27,31,5.5,31,163,2018/06/20 00:00:00+00,43.53826,-70.31192,WH,d254e340-920d-48ee-87f9-ffab5022d57d
395018.9822,4822791.4782,544,WH002.00,A,30,3,0.51,320,13.5,31,163,2018/06/20 00:00:00+00,43.5507,-70.29964,WH,0344d459-46b1-4899-abf3-f62fe42f6a65
396656.7755,4823791.4088,545,WH004.00,A,30,4.4,0.51,114,20.1,31,163,2018/06/20 00:00:00+00,43.55993,-70.27956,WH,16f54fb3-6197-4ae4-bdda-ec0c85e7ea9e
397275.848,4825339.3448,546,WH010.00,A,30,4.1,0.62,1520,26.5,31,163,2018/06/20 00:00:00+00,43.57395,-70.27219,WH,807e017e-6138-442b-b391-53dca177b997
401534.8478,4823928.0465,547,WH017.00,A,30,3.2,0.33,18,8.8,31,163,2018/08/01 00:00:00+00,43.56182,-70.2192,WH,5667a152-d0d4-4906-9dc7-0e99955d1c73
399709.3694,4840154.8636,548,WI010.70,P,30,19.6,0.77,1700,194.4,31,163,2018/04/23 00:00:00+00,43.70765,-70.24481,WI,ad36be37-53a9-48d8-9902-d02d25a34dd8
399706.2272,4839032.9196,549,WI010.80,CR,30,9.1,0.71,760,76,31,163,2017/03/21 00:00:00+00,43.69755,-70.24464,WI,218760c2-3e4c-4ee5-93d2-4807c0a9fd83
401907.8501,4839943.3657,550,WI015.00,CA,30,2.7,0.43,152,9.7,31,163,2016/02/18 00:00:00+00,43.70604,-70.21749,WI,5c98e221-e714-47e6-9eaf-e629e753ad4c
401834.7719,4840618.7389,551,WI017.00,R,30,6.5,0.78,1700,66.8,31,163,2018/08/13 00:00:00+00,43.71211,-70.21852,WI,7101bf65-6491-4a4e-a42b-1a6dcd58e12e
401963.9367,4841128.9541,552,WI017.50,CA,30,3.2,0.49,116,14,31,163,2016/02/18 00:00:00+00,43.71672,-70.21701,WI,32aab00e-6b9f-4d6c-9fd0-d377354ab9dd
401774.0697,4840983.9981,553,WI019.00,R,30,8,0.8,1700,86.4,31,163,2018/06/20 00:00:00+00,43.71539,-70.21934,WI,7ac1b128-a80b-4623-9fb8-ac9e9816ab74
401595.6853,4841618.7127,554,WI020.00,R,30,6.6,0.76,900,63.1,31,163,2018/06/20 00:00:00+00,43.72108,-70.22167,WI,1f56392f-aee2-495d-b122-51299f4016bc
402999.5385,4842864.561,555,WI025.00,CA,30,3.6,0.52,134,17,31,163,2016/03/30 00:00:00+00,43.73248,-70.20447,WI,d13a969b-3620-431e-96c3-427e006b4c1e
403667.6551,4843781.3484,556,WI027.00,CA,30,2.8,0.46,144,11.3,31,163,2013/01/08 00:00:00+00,43.74082,-70.19634,WI,a18b60b8-de78-44ab-9f6c-10104b175c6a
404707.6456,4843458.7041,557,WI027.40,P,30,2,0.12,7.3,3,31,163,2018/06/11 00:00:00+00,43.73805,-70.18337,WI,3953e389-c12b-4b67-b84c-f4b799725d84
404910.4259,4844180.0944,558,WI027.50,P,30,2.5,0.31,35,6.4,31,163,2018/06/11 00:00:00+00,43.74457,-70.18098,WI,da5ce826-351a-4653-8055-7cbffbacbc56
403741.399,4845709.8673,559,WI029.00,A,30,3.6,0.49,116,15.6,31,163,2018/04/04 00:00:00+00,43.75819,-70.19577,WI,e17d0c0b-8836-4f50-8e40-5f016ef432e3
403795.2305,4846817.7424,560,WI030.00,CA,30,5.7,0.71,300,47,31,163,2018/01/10 00:00:00+00,43.76817,-70.1953,WI,5ffa3a0b-8eab-4582-be4a-fe3ee00c83e3
404909.5102,4847616.0205,561,WI033.00,A,30,4.8,0.58,130,27,31,163,2018/04/04 00:00:00+00,43.7755,-70.1816,WI,5e7b17d5-2037-4adb-b06b-647f0fe1071b
405116.4875,4846210.0436,562,WI034.10,A,30,4.2,0.57,300,22.8,31,163,2018/04/04 00:00:00+00,43.76287,-70.17878,WI,e46791cc-bd67-4e1a-94ec-0dd5e9b24095
405621.6281,4846120.6694,563,WI036.00,P,30,4.2,0.49,96,18.4,31,163,2018/04/04 00:00:00+00,43.76213,-70.17249,WI,f29e992f-65a0-4026-855e-414e5f574867
406207.3061,4847176.6104,564,WI038.00,P,30,10.1,0.98,1460,181.9,31,163,2018/04/04 00:00:00+00,43.77171,-70.1654,WI,ee71b648-02bd-47e8-9ee3-e141506203dc
407202.4263,4847535.929,565,WI040.00,P,30,7.3,0.62,400,45.8,31,163,2018/04/04 00:00:00+00,43.77507,-70.1531,WI,9f739583-4ff9-4d34-94cb-5861258ac08a
407214.6309,4848238.9334,566,WI041.00,P,30,6.5,0.66,1020,46.6,31,163,2018/05/22 00:00:00+00,43.7814,-70.15307,WI,401a333b-733c-4531-8bea-f231547c2300
407443.8192,4849267.7347,567,WI048.00,CR,30,9.3,0.71,840,77.7,31,163,2019/08/07 00:00:00+00,43.79069,-70.1504,WI,7fbc0951-da2e-48e1-8bc1-2898c13dc8c0
407228.458,4851656.8679,568,WI051.00,CA,30,5.1,0.52,180,24.6,31,163,2019/05/14 00:00:00+00,43.81217,-70.15349,WI,120de51d-8a9b-4728-978d-9924c925142a
407241.6144,4851042.3756,569,WI053.00,CA,30,4.6,0.54,240,23.3,31,163,2019/05/14 00:00:00+00,43.80664,-70.15322,WI,c0c64dd1-2103-460d-b444-f179a23734ef
407453.4815,4849963.0,570,WI054.00,CA,30,4.4,0.58,620,24.6,31,163,2019/05/29 00:00:00+00,43.79695,-70.1504,WI,24c07e36-9018-4905-a959-c910d47df803
408361.4724,4850048.198,571,WI055.00,CR,30,5.1,0.7,1700,40.9,31,163,2019/10/09 00:00:00+00,43.79783,-70.13913,WI,3b0bfbaf-5181-417c-81c7-56ff05fe8588
408425.4379,4850428.3424,572,WI055.20,CR,30,9.4,0.71,240,76.9,31,163,2018/05/22 00:00:00+00,43.80126,-70.1384,WI,b71e3ef9-6c15-4306-909e-cd60bb33904e
408557.4567,4849788.8957,573,WI055.50,CR,30,5.8,0.66,1700,41.9,31,163,2019/08/21 00:00:00+00,43.79552,-70.13665,WI,85ea7efb-1ce1-4cb0-829f-051381caebcd
409322.6362,4850140.5708,574,WI056.00,CA,30,3.6,0.44,56,13.6,31,163,2019/08/07 00:00:00+00,43.79878,-70.1272,WI,1b9595ad-0682-4216-b430-228bb1d3375d
410143.877,4850300.5084,575,WI056.30,CA,30,2.8,0.48,280,11.7,31,163,2019/08/07 00:00:00+00,43.80032,-70.11702,WI,f76c00a7-b976-4d5f-9586-3141b82f3856
410922.5271,4851068.7496,576,WI056.70,A,30,2.6,0.36,42,7.6,31,163,2019/06/03 00:00:00+00,43.80733,-70.10747,WI,a5a8b691-3260-4ae1-9084-d78cbddb74f3
407808.0308,4847383.1121,577,WI058.50,CA,30,4.6,0.56,140,24.6,31,163,2019/05/14 00:00:00+00,43.77377,-70.14555,WI,033588c7-1f28-4ecd-bc8d-7b8f6240fea7
408896.9852,4847314.8159,578,WI058.80,CA,30,4.4,0.45,42,17.3,31,163,2019/05/14 00:00:00+00,43.77329,-70.13201,WI,fc007481-fc53-4823-8a85-48a89c550254
408918.0756,4848622.0002,579,WI059.50,CA,30,3.6,0.47,152,14.8,31,163,2019/06/04 00:00:00+00,43.78506,-70.13197,WI,6f009258-3917-4060-82c2-f63075fbf005
409418.6922,4847085.535,580,WI061.00,A,30,3.6,0.42,58,12.8,31,163,2019/06/25 00:00:00+00,43.77129,-70.12549,WI,f6587b23-c98e-4788-9e43-0d0dd2684b86
408666.5291,4846415.9592,581,WI063.00,P,30,4.4,0.5,98,19.5,31,163,2018/05/22 00:00:00+00,43.76517,-70.13472,WI,95dae296-9996-4dce-88b6-9ce46c4b9c89
408451.29,4845691.3045,582,WI064.00,P,30,4,0.55,128,20.9,31,163,2018/05/22 00:00:00+00,43.75862,-70.13727,WI,c9c15a11-4b06-4f70-ad03-477cd8c2723c
409669.6106,4845999.055,583,WI065.50,A,30,2.6,0.3,20,6.5,31,163,2018/05/22 00:00:00+00,43.76154,-70.12219,WI,073e3521-4b26-4803-9129-736751290479
408238.1933,4844949.9641,584,WI069.00,P,30,4.7,0.71,1700,39.2,31,163,2018/06/20 00:00:00+00,43.75192,-70.13979,WI,57688e6a-e27e-4e11-98bc-87313c7a842c
407312.954,4844600.62,585,WI071.00,R,30,3,0.35,52,8.6,31,163,2018/06/20 00:00:00+00,43.74866,-70.15122,WI,74721f25-3d65-434e-825d-3062a108dbbb
407369.0965,4845511.8512,586,WI074.00,R,30,3.2,0.49,240,13.8,31,163,2018/05/22 00:00:00+00,43.75687,-70.15068,WI,a6e6ddca-a845-4780-b943-015508f7ce17
410782.1305,4844906.5615,587,WI077.00,A,30,2.6,0.35,66,7.5,31,163,2018/06/11 00:00:00+00,43.75184,-70.10819,WI,bbd08f14-d640-47e8-9db5-9bac12c4070a
408225.7998,4841881.9757,588,WI083.00,A,30,2,0.14,9,3.2,31,163,2018/06/11 00:00:00+00,43.7243,-70.13942,WI,93254e5c-e27d-4754-8d34-96f5c2c1ab8f
409322.9877,4841167.1545,589,WI088.00,A,30,2.3,0.21,15,4.4,31,163,2018/06/11 00:00:00+00,43.718,-70.12568,WI,58803923-5945-4ab6-a424-8a566c89ece4
409870.9684,4840817.5984,590,WI090.00,A,30,1.9,0.07,4,2.5,31,163,2018/06/11 00:00:00+00,43.71492,-70.11882,WI,9b55336c-76cd-45e8-a397-e76f1bad15d0
410452.1321,4841556.2594,591,WI092.00,A,30,2.4,0.21,12,4.7,31,163,2018/06/11 00:00:00+00,43.72164,-70.11173,WI,236f0a5f-bab6-4038-928b-a72b451367ca
410656.1913,4842476.6276,592,WI093.00,A,30,2.1,0.19,14,3.8,31,163,2018/06/11 00:00:00+00,43.72995,-70.10935,WI,8685e4ca-4a21-4875-8d51-0fe9711ab796
411761.5634,4845171.2397,593,WI095.00,A,30,2.2,0.25,27,4.8,31,163,2018/06/11 00:00:00+00,43.75434,-70.09607,WI,4435965d-3af6-4a54-89ba-72c4aad17bbb
405666.0716,4837123.2182,594,WI096.30,P,30,2.5,0.31,68,6.5,31,163,2019/08/01 00:00:00+00,43.68114,-70.17036,WI,91ac9a1a-bdc3-4957-8472-f04d97f6bd62
408302.3993,4839657.0182,595,WI099.30,P,30,2.2,0.18,11,3.8,31,163,2019/08/01 00:00:00+00,43.70428,-70.13809,WI,12362ca7-64a6-417c-aab2-d04d2e06b71a
410822.0296,4851073.4278,596,WJ001.00,CA,30,2.9,0.34,40,8.1,31,163,2019/05/21 00:00:00+00,43.80736,-70.10872,WJ,07bf9ec5-0697-4ffc-b7e2-3bc034e4267f
410732.3909,4851467.8699,597,WJ001.20,X,30,2.3,0.23,15,4.7,31,163,2018/05/07 00:00:00+00,43.8109,-70.1099,WJ,edf477d7-1b6c-42e2-8cb5-54dbb19ce6c3
410187.4388,4850726.4873,598,WJ001.50,CA,30,3.5,0.51,134,15.9,31,163,2019/06/03 00:00:00+00,43.80416,-70.11655,WJ,4de8a389-26c6-4550-ae89-9b3359e363d0
410399.8346,4851802.2614,599,WJ002.00,CA,30,2.6,0.32,44,6.8,31,163,2019/06/03 00:00:00+00,43.81387,-70.11409,WJ,177b9ddc-0157-4260-b904-b4f966392f3b
410066.5551,4852021.1516,600,WJ002.50,CA,30,3.4,0.48,82,14.1,31,163,2019/05/21 00:00:00+00,43.8158,-70.11827,WJ,78a5aa3e-bb9c-44df-bb23-b4d2b09d487c
410723.7095,4851900.107,601,WJ002.51,X,30,2.2,0.19,14,4,31,163,2018/04/24 00:00:00+00,43.81479,-70.11008,WJ,a186ba04-edd5-44eb-84ec-89c68d96339b
410636.3506,4852163.4404,602,WJ003.00,CA,30,2.3,0.21,12,4.4,31,163,2019/05/21 00:00:00+00,43.81715,-70.11121,WJ,83b9ed57-1567-40cf-ad35-7543d330f1e0
411092.2887,4852515.0266,603,WJ006.00,CA,30,2.6,0.33,36,6.9,31,163,2017/03/21 00:00:00+00,43.82037,-70.1056,WJ,f4e5e4da-e63b-4d43-9d47-d39b48ce6b0e
411384.4445,4852771.0677,604,WJ007.12,X,30,2.1,0.18,13,3.7,31,163,2018/04/24 00:00:00+00,43.82271,-70.10201,WJ,bc50b3e0-cdda-4d73-9b61-a3d7ccc3ae05
411064.4481,4853079.7107,605,WJ008.00,CA,30,3.5,0.47,144,14.4,31,163,2019/05/21 00:00:00+00,43.82545,-70.10604,WJ,cde27905-e1d7-46e4-b22a-61d31f047ad7
411738.2717,4853555.0664,606,WJ009.00,P,30,3.6,0.39,54,11.8,31,163,2018/05/07 00:00:00+00,43.82981,-70.09774,WJ,3ef5d726-3b4f-4f9b-b41d-fcebddac06a8
411524.204,4854147.772,607,WJ009.70,CA,30,4.9,0.57,400,26.7,31,163,2019/03/19 00:00:00+00,43.83512,-70.1005,WJ,7ad8b373-22ca-4082-910b-a7916dfc5d5d
411987.371,4854087.1943,608,WJ009.80,P,30,3.5,0.43,52,12.6,31,163,2018/10/09 00:00:00+00,43.83463,-70.09473,WJ,e41a4cee-2d0f-4e48-8fe8-c3ecaaa3c791
411879.061,4854955.0916,609,WJ011.00,P,30,6,0.53,82,29.4,31,163,2019/08/20 00:00:00+00,43.84243,-70.09622,WJ,7cb558cf-f096-4763-9239-c37e9c5c1305
412418.3766,4854514.7345,610,WJ014.00,CA,30,5.2,0.58,440,29.4,31,163,2019/04/02 00:00:00+00,43.83853,-70.08944,WJ,e47343b4-2665-42cb-a86b-df8e26310493
413190.552,4855459.9352,611,WJ014.15,P,30,6.9,0.62,182,43.7,31,163,2019/04/02 00:00:00+00,43.84713,-70.07999,WJ,e3fd39b0-d1ab-4e32-8239-db464ffcb447
413139.6765,4855011.8182,612,WJ014.17,CA,30,4.6,0.46,76,18.3,31,163,2017/12/04 00:00:00+00,43.84309,-70.08055,WJ,3ed28039-18c8-4f86-9bb8-4ca37fda3b6e
412902.9426,4854616.1217,613,WJ014.20,CA,30,5.8,0.63,560,38.3,31,163,2019/03/25 00:00:00+00,43.8395,-70.08343,WJ,b5534de2-d2d2-4a7f-8fac-e81e69d7d72c
412856.2019,4854301.2541,614,WJ014.31,CA,30,3.9,0.45,58,15.3,31,163,2018/08/20 00:00:00+00,43.83666,-70.08396,WJ,50805caf-4d95-4454-805c-602a19d10eef
412334.1714,4853921.5409,615,WJ014.41,P,30,3.3,0.42,56,11.6,31,163,2018/09/25 00:00:00+00,43.83318,-70.09039,WJ,31762508-0f46-4fd1-9f73-e1744e62a676
412589.7561,4853728.2222,616,WJ014.50,P,30,3.9,0.44,62,14.6,31,163,2019/05/21 00:00:00+00,43.83147,-70.08718,WJ,45e53d45-a530-408d-9bfc-db0e470e3000
412044.6212,4852761.1963,617,WJ014.70,CA,30,3.5,0.42,31,12.3,31,163,2019/04/02 00:00:00+00,43.8227,-70.0938,WJ,497adbb1-abaa-463c-ae22-b991f73e2465
411718.8792,4852942.1354,618,WJ014.80,X,30,2.4,0.27,38,5.4,31,163,2018/04/24 00:00:00+00,43.82429,-70.09788,WJ,2cb88a1a-5af5-4316-8abf-3df7990b854d
411510.7763,4852412.8039,619,WJ014.90,X,30,2.6,0.28,24,6.1,31,163,2018/04/24 00:00:00+00,43.8195,-70.10038,WJ,dec5f309-eb9c-4339-96b6-ac4d29ac25c4
411678.5176,4852325.04,620,WJ015.00,CA,30,2.8,0.32,20,7.4,31,163,2019/04/02 00:00:00+00,43.81873,-70.09828,WJ,7e6fa6f5-b6b4-439f-b7d4-c629d3411bda
411337.8856,4851811.915,621,WJ015.50,X,30,2.4,0.22,16,4.6,31,163,2018/04/24 00:00:00+00,43.81407,-70.10243,WJ,b98124a7-2135-44e9-b1d1-e4aa2414075f
411460.898,4851323.7265,622,WJ016.00,A,30,2.4,0.25,28,5,31,163,2019/05/21 00:00:00+00,43.80969,-70.10082,WJ,fa788236-0b10-41e0-90e4-056167593339
412470.728,4852199.044,623,WJ017.00,A,30,3.3,0.42,48,11.6,31,163,2018/04/25 00:00:00+00,43.81769,-70.08841,WJ,77f9f6c0-a239-434f-a3a9-09da25fb5232
413058.2791,4852597.909,624,WJ017.50,A,30,3.7,0.54,260,18.5,31,163,2018/04/25 00:00:00+00,43.82135,-70.08117,WJ,6b226049-eb85-4d6b-bac9-c3fa0e20ffb6
413469.9948,4853395.6789,625,WJ018.00,A,30,6,0.65,1280,41.9,31,163,2018/04/25 00:00:00+00,43.82858,-70.07618,WJ,da1e2684-6ff9-4204-93b8-414dcc62d7d9
414298.2934,4853145.0146,626,WJ018.60,A,30,6.5,0.62,280,40.8,31,163,2018/04/25 00:00:00+00,43.82642,-70.06584,WJ,388836ca-bb37-477d-917a-1a25b9beae2d
414559.6555,4852392.95,627,WJ019.00,A,30,5.5,0.55,136,28.6,31,163,2018/04/25 00:00:00+00,43.81968,-70.06247,WJ,e66ea0d4-d7d1-4162-8482-c702120ed599
413979.0918,4851346.2474,628,WJ024.00,A,30,2.8,0.29,18,6.9,31,163,2018/04/25 00:00:00+00,43.81019,-70.06952,WJ,38f59aa2-baf2-4974-b0d0-3da055f75b2e
415052.1167,4852788.7658,629,WJ026.00,A,30,3.7,0.45,29,14.2,31,163,2018/04/25 00:00:00+00,43.8233,-70.05641,WJ,df734058-d24e-45ce-999d-e0274f0a5ac5
416205.3458,4854825.8423,630,WJ027.30,A,30,3.3,0.45,92,12.9,31,163,2017/09/20 00:00:00+00,43.84177,-70.04239,WJ,4f1b7a09-24de-4eca-9fdb-306e3747672a
417234.0949,4855893.7915,631,WJ027.50,A,30,2.8,0.33,20,7.6,31,163,2017/09/20 00:00:00+00,43.8515,-70.02976,WJ,eefdd653-f0d5-4b3a-b77a-d3157ea2cc02
418497.2932,4856837.9332,632,WJ031.50,A,30,3.2,0.41,48,11.2,31,163,2018/05/21 00:00:00+00,43.86014,-70.01419,WJ,fcbdcd0b-6f29-4123-96c8-7851d2e3238b
419876.3182,4857554.3017,633,WJ032.50,A,30,3.9,0.48,56,16.2,31,163,2018/10/22 00:00:00+00,43.86674,-69.99714,WJ,e1d94b3d-f923-49c1-b753-3132dfe9b025
420754.6385,4857548.2092,634,WJ033.20,CA,30,5.1,0.53,122,25,31,163,2017/12/11 00:00:00+00,43.86678,-69.98621,WJ,834be711-baa4-456f-a3b5-27d16e19ca0b
420433.0143,4856997.7558,635,WJ034.00,A,30,3.2,0.46,160,12.8,31,163,2018/05/21 00:00:00+00,43.86179,-69.99013,WJ,22d3f52a-5fcb-42a9-abe0-beca63d27643
419641.3001,4855664.304,636,WJ035.00,A,30,2.9,0.43,58,10.6,31,163,2018/05/21 00:00:00+00,43.8497,-69.99978,WJ,1637b91a-f662-46ca-8fa3-7ef554cec399
417492.4003,4852999.103,637,WJ038.00,A,30,2.6,0.35,84,7.4,31,163,2017/09/20 00:00:00+00,43.82547,-70.0261,WJ,aa7aff32-995a-499b-aa66-9541a60f12f7
417983.6364,4853053.0128,638,WJ046.00,A,30,2.1,0.14,10,3.2,31,163,2017/09/20 00:00:00+00,43.82601,-70.02,WJ,bf8df228-448a-4666-b7a2-28cf4e8f6642
418714.8808,4853794.9503,639,WJ047.00,CA,30,2.3,0.25,36,4.8,31,163,2015/12/10 00:00:00+00,43.83277,-70.01102,WJ,a4d0b7ef-0720-481c-af30-57492b344065
419892.3133,4854813.7214,640,WJ048.00,A,30,2.8,0.37,128,8.6,31,163,2017/09/20 00:00:00+00,43.84207,-69.99653,WJ,0e1bc300-c79a-4543-b031-715811e60adf
420840.1461,4856090.9113,641,WJ048.50,A,30,4.1,0.5,200,18.7,31,163,2017/09/20 00:00:00+00,43.85367,-69.98493,WJ,7f72b5a0-58db-4ba7-83a6-2c22d832db33
421763.5925,4855873.3657,642,WJ049.00,A,30,2.8,0.31,25,7.2,31,163,2017/09/20 00:00:00+00,43.85181,-69.97341,WJ,4f8055e7-21a2-4a82-8130-5798ebc3e7e6
422770.3331,4856247.041,643,WJ049.50,A,30,3.1,0.37,40,9.5,31,163,2017/09/20 00:00:00+00,43.85528,-69.96094,WJ,3a1c6625-c955-4290-bcf1-2730b3cb82c2
423473.7809,4856257.787,644,WJ050.50,A,30,2.8,0.39,44,9,31,163,2017/09/20 00:00:00+00,43.85545,-69.95219,WJ,a7ea7cb2-f041-42e7-ba67-974c0c7f0ef0
423007.3211,4855333.4317,645,WJ051.00,A,30,3.4,0.41,31,11.7,31,163,2018/04/09 00:00:00+00,43.84708,-69.95786,WJ,26cd1ab2-3fc5-48ce-ba22-d7c20acfb08b
421485.8056,4852497.5649,646,WJ055.00,A,30,2.6,0.3,31,6.5,31,163,2018/04/09 00:00:00+00,43.82139,-69.97637,WJ,ca5c88cd-bf5c-4ba0-a74f-fa7e728bf336
420087.269,4851030.1746,647,WJ056.00,A,30,2.4,0.29,32,5.7,31,163,2018/04/09 00:00:00+00,43.80803,-69.99354,WJ,cf755b1b-9fec-4ae2-a6e2-1e524b08bc4a
419108.6761,4848613.765,648,WJ057.00,P,30,2.5,0.29,32,6.2,31,163,2018/04/09 00:00:00+00,43.78617,-70.00534,WJ,3fa6cc6b-917d-447f-a0de-ee0c6c2cf526
418153.1373,4847671.2503,649,WJ058.00,P,30,2.6,0.33,31,7.1,31,163,2018/04/09 00:00:00+00,43.77758,-70.01707,WJ,64c25766-9ca9-469a-8b8b-6b6402c54f6b
417995.5234,4846701.2298,650,WJ059.00,A,30,2.5,0.29,30,6,31,163,2018/04/09 00:00:00+00,43.76883,-70.01888,WJ,b68383a7-d568-4e91-bdf2-f01796b9a1f8
416777.5349,4845342.2503,651,WJ060.00,A,30,2.9,0.34,40,8,31,163,2018/04/09 00:00:00+00,43.75646,-70.0338,WJ,6826d042-3fec-4d10-87f2-11e870e57686
416174.5184,4843486.9709,652,WJ062.00,CA,30,1.9,0.05,4,2.3,31,163,2017/03/13 00:00:00+00,43.73969,-70.041,WJ,3facad22-5780-4951-bb40-5b64e7c41371
416819.3399,4844304.2319,653,WJ063.00,CA,30,1.9,0,2,1.9,31,163,2017/02/27 00:00:00+00,43.74712,-70.03312,WJ,2daaac18-15d2-4e0f-a8a1-d362319d1109
417013.4296,4845147.1404,654,WJ064.00,CA,30,2.2,0.22,30,4.3,31,163,2017/01/04 00:00:00+00,43.75473,-70.03084,WJ,466b76b4-c78b-441e-b4d8-a7c8d4b65582
417755.4465,4845967.7213,655,WJ065.00,CA,30,3.2,0.44,88,12.3,31,163,2020/04/14 00:00:00+00,43.7622,-70.02175,WJ,c137296c-e41f-447e-8fa7-8c7e0d6000a2
417752.4807,4845596.7481,656,WJ066.00,CA,30,2.8,0.33,36,7.6,31,163,2020/04/14 00:00:00+00,43.75886,-70.02173,WJ,e7cb322e-2d37-425b-a3fc-bbbe1aaf6f5f
417489.8132,4844539.1717,657,WJ067.00,A,30,3,0.4,42,10.2,31,163,2018/05/22 00:00:00+00,43.74931,-70.02483,WJ,d5040e2f-108e-4d1d-bde8-c1fcd1d2b4a4
