X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID
468485.3806,4879215.4214,938,WS039.00,CA,40,5.2,0.55,480,27.1,31,163,2017/11/15 00:00:00+00,44.06544,-69.39351,WS,c5acd334-580b-483c-a52f-2dcdc7a9a19e
468478.4399,4879774.1454,939,WS040.00,CA,40,6.2,0.5,58,27.4,31,163,2017/07/24 00:00:00+00,44.07047,-69.39363,WS,18be4955-7354-4190-b66c-2b7e7cb115f2
469027.0054,4880629.0208,940,WS041.00,P,30,5.2,0.55,240,26.9,31,163,2018/07/10 00:00:00+00,44.07819,-69.38683,WS,5572c346-9f14-4f0b-90c7-930812d445cc
469272.2225,4881187.6758,941,WS041.50,X,40,10.1,0.68,1120,77.3,31,163,2011/04/20 00:00:00+00,44.08323,-69.3838,WS,85876878-6783-4b02-bef9-916b8b5b7606
469624.3327,4881845.8113,942,WS041.80,P,30,15.6,0.41,100,52.6,31,163,2018/06/18 00:00:00+00,44.08917,-69.37944,WS,72c0d817-85a3-476d-9ec8-56c8d51a1f61
469783.9891,4882270.4832,943,WS043.90,P,30,36.4,0.46,1160,143.7,31,163,2018/06/18 00:00:00+00,44.093,-69.37747,WS,3e488d25-b3c9-4e41-8dbb-c0c15abe17c9
469512.3499,4880134.7115,944,WS047.30,CA,40,3.9,0.44,154,14.7,31,163,2017/09/19 00:00:00+00,44.07376,-69.38074,WS,15941fc1-7d14-4166-9d0c-4b82801a5777
470792.4507,4878977.1085,945,WS048.00,A,30,2.7,0.26,18,5.9,31,163,2018/06/18 00:00:00+00,44.06339,-69.36469,WS,f327d5bf-cb8d-4468-9fc4-e95e7a0ecda8
471121.3458,4878548.0367,946,WS048.40,A,30,2.7,0.3,23.6,6.7,31,163,2018/10/01 00:00:00+00,44.05954,-69.36056,WS,28b44190-ac1c-44de-ab1e-fc8d46168b80
471997.7443,4879150.7076,947,WS049.00,CA,30,6.4,0.52,104,30.5,31,163,2017/12/11 00:00:00+00,44.065,-69.34965,WS,7c41fc81-7d39-4af7-b374-10ddaf3d88ea
472007.6841,4878473.132,948,WS049.20,A,30,2.4,0.21,8,4.6,31,163,2018/04/18 00:00:00+00,44.0589,-69.34949,WS,307b8df1-765d-42db-ada4-434a32982b2c
472754.3016,4877338.1958,949,WS050.00,A,30,2.6,0.26,14,5.7,31,163,2018/06/18 00:00:00+00,44.04871,-69.34011,WS,fdb19412-b4d0-4da4-911d-22b55911eb54
472643.9638,4877196.4817,950,WS050.25,A,30,2.2,0.19,14,3.9,31,163,2017/10/03 00:00:00+00,44.04743,-69.34148,WS,6965ee66-3ae4-4f24-8c3b-16411e35fb0c
472098.1631,4875622.6738,951,WS051.00,A,30,2.3,0.19,9.1,4,31,163,2018/04/18 00:00:00+00,44.03324,-69.34821,WS,fbdd6b7a-5f49-42f1-b307-961c489e550c
470896.3009,4874918.1191,952,WS052.00,A,30,2.1,0.13,7.3,3.2,31,163,2018/04/18 00:00:00+00,44.02685,-69.36317,WS,8116aadf-3d0a-41f2-835d-50b4f39ef4ee
470258.9349,4874149.0172,953,WS053.00,A,30,2,0.09,4,2.7,31,163,2018/04/18 00:00:00+00,44.0199,-69.37108,WS,c486e903-54bc-418d-b16f-825946a42ebe
470267.2414,4874035.688,954,WS054.00,A,30,2.8,0.41,91,9.9,31,163,2018/04/18 00:00:00+00,44.01888,-69.37097,WS,fa67318c-b826-4b83-8bb5-6b3e9dd4d46a
470888.4118,4873673.0544,955,WS055.00,A,30,2.3,0.28,25.5,5.4,31,163,2018/04/18 00:00:00+00,44.01564,-69.3632,WS,922d5915-bd32-4a3a-91a7-1a28719a0ae9
471639.3679,4874211.8121,956,WS057.00,A,30,2.3,0.19,12,4.1,31,163,2018/04/18 00:00:00+00,44.02052,-69.35386,WS,2f43f77f-091c-4d4d-9569-fe0198b4371a
472216.7548,4875241.2023,957,WS058.00,R,30,4.7,0.45,66,18.2,31,163,2018/03/20 00:00:00+00,44.02981,-69.34671,WS,c6f6047e-6890-4d6a-8261-24f05bfe75c2
472304.2013,4873352.6414,958,WS059.00,CA,40,5.5,0.47,106,22.3,31,163,2017/07/24 00:00:00+00,44.01281,-69.34552,WS,09085011-95c2-48c0-b1f3-eef0a4ddf7fd
471525.8618,4872793.9338,959,WS060.00,P,30,2.5,0.35,134,7.1,31,163,2018/04/18 00:00:00+00,44.00775,-69.3552,WS,f4536294-ba54-4d22-bebc-0ee5dbf931db
471079.4044,4871525.2308,960,WS063.00,P,30,2,0.1,6,2.7,31,163,2018/04/18 00:00:00+00,43.99631,-69.3607,WS,40ad5a9c-1700-4269-bb4c-7e7c8e51876e
470729.0056,4869710.7811,961,WS065.00,A,30,2,0.08,4,2.5,31,163,2018/04/18 00:00:00+00,43.97996,-69.36497,WS,6de2b2a3-6100-4b74-8d01-fe104eda5421
468181.4058,4870970.9693,962,WS067.00,A,30,2,0.12,8,2.9,31,163,2018/05/30 00:00:00+00,43.9912,-69.39681,WS,380534a4-f229-4afc-b5a6-71736fc11457
468587.074,4868081.2116,963,WS069.00,A,30,1.9,0.05,4,2.3,31,163,2018/05/30 00:00:00+00,43.9652,-69.39158,WS,e8811a28-6cdb-4c65-b01c-1455074559ea
465829.4407,4863497.6924,964,WS072.00,A,30,1.9,0,2,1.9,31,163,2018/05/30 00:00:00+00,43.92381,-69.42566,WS,00087126-af92-4201-bbe1-4e350605b878
471446.5122,4869267.811,965,WT002.00,A,30,3.5,0.46,140,14.1,31,163,2017/10/10 00:00:00+00,43.976,-69.356,WT,640ac231-641c-4a53-9805-52afc3b0fafb
471802.8236,4870064.8728,966,WT004.00,A,30,3.1,0.43,160,11.2,31,163,2017/10/10 00:00:00+00,43.98319,-69.3516,WT,6684782f-c714-4bef-9580-7246fc6e6283
472366.698,4868931.8077,967,WT008.00,A,30,2.1,0.16,8,3.4,31,163,2017/11/14 00:00:00+00,43.97301,-69.34451,WT,051d1720-ce6b-4566-bef3-e142379d48b4
473407.0559,4869134.1347,968,WT010.00,P,30,4.2,0.64,1700,28.9,31,163,2017/10/10 00:00:00+00,43.97487,-69.33155,WT,2e4a3267-9add-4605-8d32-36ea3b047c19
473730.7312,4869647.0922,969,WT011.00,A,30,2.3,0.25,34.5,5,31,163,2018/03/26 00:00:00+00,43.9795,-69.32754,WT,aaf95345-c693-4a27-82e8-026855c90fe0
473549.5052,4868852.559,970,WT012.00,P,30,3,0.47,100,11.2,31,163,2017/10/10 00:00:00+00,43.97234,-69.32976,WT,a15720ef-bc36-4f66-91c2-1655b8ed6902
473706.5599,4868609.8028,971,WT013.00,R,30,3.2,0.4,78,10.6,31,163,2017/10/10 00:00:00+00,43.97016,-69.32779,WT,9bc5d182-ae42-406c-bd14-7826994ca331
474408.7977,4869115.7465,972,WT014.00,A,30,2.1,0.17,14,3.5,31,163,2018/05/30 00:00:00+00,43.97474,-69.31906,WT,0721a246-7759-45bf-ad5a-c0d708231e2d
474860.8377,4871769.6782,973,WT015.00,A,30,2.8,0.3,16,7,31,163,2017/10/10 00:00:00+00,43.99865,-69.31355,WT,bfb0584f-03d2-477c-b076-06304073b644
475247.0412,4871917.0543,974,WT015.50,A,30,3.4,0.33,18,9.2,31,163,2017/10/10 00:00:00+00,43.99999,-69.30874,WT,51d1721e-9900-41f4-9f5e-9f6d2aee9750
474928.9758,4870708.7076,975,WT016.00,A,30,3.1,0.37,64,9.4,31,163,2017/10/10 00:00:00+00,43.9891,-69.31265,WT,7b9c885e-6c65-4580-99c8-d6227becf2bd
475577.5903,4870892.8774,976,WT017.00,A,30,3.1,0.46,102,12,31,163,2017/10/10 00:00:00+00,43.99078,-69.30457,WT,d16a6523-0cbb-4710-aecb-e8ad7859f8ce
475754.9208,4871143.2414,977,WT018.00,A,30,2.9,0.32,35,7.6,31,163,2017/10/10 00:00:00+00,43.99304,-69.30237,WT,f5e4c856-c3c7-4e67-b7cd-3009b2804f33
476221.9988,4871924.5836,978,WT018.50,A,30,2.7,0.33,35,7.3,31,163,2017/10/10 00:00:00+00,44.00009,-69.29658,WT,343f51a0-42bf-40f1-bd3f-bfd32d3748dc
476576.0117,4872275.4097,979,WT019.10,A,30,4.8,0.47,52,19.3,31,163,2017/10/10 00:00:00+00,44.00326,-69.29218,WT,44fa2621-403a-467e-90ef-260c6ac78c63
476673.9555,4871631.9726,980,WT019.50,A,30,4.2,0.57,860,23,31,163,2017/10/10 00:00:00+00,43.99747,-69.29093,WT,a4c0ddbc-9da4-4715-8037-9155cf8a860a
475308.2684,4870277.4435,981,WT020.00,A,30,2.5,0.28,40,5.9,31,163,2017/10/10 00:00:00+00,43.98523,-69.3079,WT,6dc88c55-d9c9-4d81-b396-0226f5b9d82d
475865.9815,4870375.3477,982,WT020.80,A,30,3.1,0.37,44,9.5,31,163,2017/10/10 00:00:00+00,43.98613,-69.30095,WT,1fac030c-2f15-4396-8bb0-fc43b7d556a6
475440.8293,4869045.1952,983,WT022.00,A,30,2.5,0.26,22,5.7,31,163,2017/10/10 00:00:00+00,43.97414,-69.30619,WT,f52977dd-9099-4468-84f2-e5618cc420b2
475402.9885,4868143.4572,984,WT024.00,A,30,2.5,0.3,40,6.1,31,163,2017/10/10 00:00:00+00,43.96602,-69.30662,WT,38c4c20f-5a15-43e1-a62b-955718d6e695
474269.2067,4866631.6785,985,WT026.00,A,30,2,0.09,5.5,2.6,31,163,2018/05/30 00:00:00+00,43.95237,-69.32068,WT,5e14d0bf-443b-45e7-bcba-43504992bbff
472136.9233,4867509.975,986,WT028.50,A,30,2.1,0.11,4,2.9,31,163,2018/05/30 00:00:00+00,43.9602,-69.3473,WT,238c5612-7567-455e-aec7-ae2027a1338b
471780.7457,4865259.006,987,WT029.00,P,30,2.7,0.1,5.5,2.7,31,163,2018/05/30 00:00:00+00,43.93992,-69.35162,WT,f15aa0b8-7440-408a-b9f8-731bcfd561d7
469718.3218,4861957.1512,988,WT031.00,A,30,1.9,0.08,5.5,2.5,31,163,2018/05/30 00:00:00+00,43.91011,-69.37713,WT,651b8fc0-008e-4282-9e53-0d89607afedc
475328.9515,4866788.6958,989,WU001.00,A,30,2.4,0.24,12,5.1,31,163,2017/11/27 00:00:00+00,43.95382,-69.30748,WU,0044d3a3-d30b-4291-895e-63b8ee0983e2
475913.3237,4867076.4334,990,WU002.00,A,30,2.2,0.17,9.1,3.7,31,163,2017/11/27 00:00:00+00,43.95643,-69.30021,WU,6edeedc6-ddd6-4659-97e2-8df3308aca1e
476485.8116,4867420.9095,991,WU003.00,A,30,2.3,0.28,20,5.5,31,163,2017/11/27 00:00:00+00,43.95955,-69.29309,WU,711ffca9-37dc-4849-aac9-f6e6ad08b904
476868.242,4867345.1467,992,WU004.00,A,30,2.7,0.36,40,8.2,31,163,2017/11/27 00:00:00+00,43.95888,-69.28832,WU,61a2e365-bace-4bf0-8c2d-51e2967966c6
477739.769,4868605.0074,993,WU005.00,A,30,3.2,0.57,600,17.6,31,163,2017/11/27 00:00:00+00,43.97025,-69.27751,WU,8a6b77c7-e04c-4eb6-84c9-174359630837
477198.5541,4868906.7347,994,WU006.00,A,30,4.6,0.77,1700,46.1,31,163,2017/11/27 00:00:00+00,43.97295,-69.28427,WU,e8f1e284-1b1d-405f-95b9-b844b6d651f0
477320.7997,4869469.4328,995,WU006.50,A,30,2.7,0.28,16,6.3,31,163,2017/11/27 00:00:00+00,43.97802,-69.28277,WU,e699b73d-3d61-469b-899b-0440f51aa322
477527.7065,4870643.8346,996,WU007.00,P,30,3.2,0.38,48,10,31,163,2018/03/21 00:00:00+00,43.9886,-69.28024,WU,75e2aeba-7788-4341-9a65-10a93a96e706
478290.7068,4869540.5959,997,WU009.00,P,30,2.6,0.36,104,7.9,31,163,2017/11/27 00:00:00+00,43.97869,-69.27068,WU,41d14712-97da-4f0f-9927-860aa8e5c884
478861.6407,4869755.3312,998,WU010.00,R,30,2.9,0.41,64,9.9,31,163,2017/11/27 00:00:00+00,43.98064,-69.26357,WU,d1387a3a-7ca9-4f71-8e8e-3ca18882112d
479245.5355,4870948.1039,999,WU012.00,R,30,4.4,0.62,400,27.7,31,163,2017/11/27 00:00:00+00,43.99139,-69.25883,WU,ecc5972a-5693-49b9-b01b-4f6715d0253a
479618.3102,4871958.7815,1000,WU013.00,R,30,5.6,0.72,600,47.5,31,163,2017/12/19 00:00:00+00,44.0005,-69.25422,WU,f2a1c45a-4591-47c6-b02f-2ac117f2bb60
480126.4786,4872447.0484,1001,WU013.50,A,30,2.8,0.32,28,7.2,31,163,2018/02/28 00:00:00+00,44.00491,-69.2479,WU,74bfc2af-04fc-4514-a24c-ff7b2747ac18
481251.6919,4873172.3736,1002,WU017.00,A,30,3.3,0.37,24,10,31,163,2018/02/28 00:00:00+00,44.01147,-69.23389,WU,db8f87d3-0c1f-464d-ac56-4925426c8754
480762.2587,4873564.7429,1003,WU017.80,A,30,2.6,0.31,42,6.6,31,163,2018/04/10 00:00:00+00,44.01499,-69.24001,WU,8bb0af6a-3901-47b6-b8ec-6260a44b5d2a
482811.4905,4874366.5668,1004,WU018.00,A,30,3.2,0.37,56,9.9,31,163,2018/05/16 00:00:00+00,44.02226,-69.21447,WU,69daf32b-6321-4795-baba-6e9ceb23ddc5
483114.5556,4875039.9744,1005,WU019.00,CA,40,3.3,0.25,12,7.2,31,163,2018/06/26 00:00:00+00,44.02833,-69.21071,WU,783711aa-df46-49c1-bc30-b0ef77141889
483514.0676,4876176.3133,1006,WU020.00,CA,40,4.4,0.56,740,23.4,31,163,2018/06/26 00:00:00+00,44.03857,-69.20576,WU,d5bd20ef-344c-4839-91b2-ef2dfcaae316
483622.9657,4876794.6983,1007,WU021.00,CA,40,4.2,0.45,88,16.3,31,163,2018/07/11 00:00:00+00,44.04414,-69.20442,WU,d51d9e94-f160-406f-8d22-a075071859bf
483300.8141,4877393.0588,1008,WU022.00,CA,40,5.1,0.43,62,18.4,31,163,2018/06/26 00:00:00+00,44.04952,-69.20846,WU,8c79ef72-a683-4bfe-95be-3cd25292ee58
484614.1582,4878241.7697,1009,WU023.00,CA,40,5.4,0.53,180,26.3,31,163,2018/06/26 00:00:00+00,44.05719,-69.19209,WU,ef93dd0b-2000-40cd-9582-60a7ce26a041
484966.9268,4879093.971,1010,WU025.00,CA,40,3.9,0.36,52,11.6,31,163,2018/08/29 00:00:00+00,44.06487,-69.18771,WU,1cd3aca8-d388-460f-91d8-93cb60733bae
485393.0636,4879850.5089,1011,WU028.00,P,30,4.5,0.44,120,17.1,31,163,2018/10/22 00:00:00+00,44.07169,-69.18241,WU,79b77e54-8749-4ccf-b4df-e0a3138d3d81
486120.1029,4880198.8086,1012,WU029.00,P,30,11.5,0.55,280,59.3,31,163,2018/11/26 00:00:00+00,44.07484,-69.17334,WU,3a4f8e3d-5893-439f-a0fa-5c5794ae9212
486680.5575,4879772.2561,1013,WU032.00,CA,40,5.1,0.46,300,20.2,31,163,2015/12/02 00:00:00+00,44.07101,-69.16633,WU,9ba7bca7-ad96-4acc-aa76-945ee6edc276
486484.6768,4878751.9253,1014,WU033.00,CA,40,6.6,0.48,108,28.1,31,163,2014/07/30 00:00:00+00,44.06182,-69.16875,WU,19faf03d-20a2-44af-ba22-3cfec5324f52
485790.5735,4878141.3908,1015,WU034.00,CR,40,9.2,0.64,920,61.9,31,163,2017/12/05 00:00:00+00,44.05631,-69.1774,WU,0a35bcb4-5fef-4c95-9a29-31017f2316cd
485626.0984,4878751.5184,1016,WU034.50,CA,40,5.3,0.46,88,20.7,31,163,2018/10/22 00:00:00+00,44.0618,-69.17947,WU,c3b402ce-7195-4d56-9845-ab1e90b0fca8
485259.9734,4877985.9466,1017,WU035.00,CA,40,3.9,0.38,44,12.2,31,163,2018/05/16 00:00:00+00,44.0549,-69.18402,WU,237784ff-f24e-4466-872f-ebf86dc027a4
485248.4186,4877475.0533,1018,WU036.00,CA,40,4.1,0.43,66,15,31,163,2018/04/10 00:00:00+00,44.0503,-69.18415,WU,a5923efc-97dc-48d2-a1ec-fc546a280b0f
485024.627,4876992.4057,1019,WU037.00,CA,40,3.5,0.38,42,10.7,31,163,2018/05/16 00:00:00+00,44.04595,-69.18693,WU,8dff92ce-622a-425f-af85-37e35d8e34e6
484920.7996,4876079.6533,1020,WU037.50,CA,40,4.5,0.51,104,20.8,31,163,2018/05/16 00:00:00+00,44.03773,-69.1882,WU,abcca950-dd98-4e92-88e3-15e7cb74a954
483786.4001,4874836.1457,1021,WU038.00,CA,40,3.4,0.47,500,13.8,31,163,2018/05/16 00:00:00+00,44.02651,-69.20232,WU,97e8a154-424b-4092-b146-acc6c7a07dc2
483444.362,4874258.3246,1022,WU039.00,CA,40,2.5,0.25,18,5.4,31,163,2018/05/16 00:00:00+00,44.0213,-69.20657,WU,010f3a93-99d3-4334-80b2-a37a54d33b02
482498.1139,4872849.0778,1023,WU040.00,A,30,3,0.39,40,9.7,31,163,2017/10/10 00:00:00+00,44.00859,-69.21833,WU,6a4d89fa-5e06-468c-b840-4eea63ffb750
483645.5697,4872979.4219,1024,WU041.00,A,30,4.1,0.48,70,17.2,31,163,2017/11/14 00:00:00+00,44.00979,-69.20402,WU,6d108824-7a27-4d99-86cd-afe99f7ef36e
482758.2494,4871775.4712,1025,WU042.00,A,30,3.8,0.52,112,18.2,31,163,2017/10/10 00:00:00+00,43.99893,-69.21505,WU,f09b440d-95bb-4bfd-819b-1014f5826b61
482626.3466,4871312.6607,1026,WU042.70,A,30,3.3,0.49,80,14.4,31,163,2017/10/10 00:00:00+00,43.99476,-69.21668,WU,e7ed7be1-9ebf-470f-8896-255f8d9a9f7f
482058.451,4870644.434,1027,WU043.00,A,30,4.2,0.49,58,18.4,31,163,2017/11/14 00:00:00+00,43.98873,-69.22374,WU,dc734974-90d7-460d-a595-3c70dc56450b
481412.4626,4871051.6176,1028,WU044.00,A,30,2.7,0.34,29,7.4,31,163,2017/11/14 00:00:00+00,43.99238,-69.23181,WU,5ca30844-b985-4090-b007-48f92070074b
480489.7242,4869756.9947,1029,WU045.70,A,30,2.8,0.33,24,7.5,31,163,2017/10/10 00:00:00+00,43.9807,-69.24327,WU,eb440638-da32-40a3-896c-3dd46f809abc
480844.7856,4869678.2095,1030,WU045.80,R,30,3.2,0.41,46,10.8,31,163,2017/10/10 00:00:00+00,43.98,-69.23884,WU,95935d28-7487-43e9-afe5-b2b599527f27
480503.8097,4870182.3453,1031,WU046.00,A,30,3,0.41,40,10.1,31,163,2017/10/10 00:00:00+00,43.98453,-69.24311,WU,18221fa6-812a-4d36-911c-7b94fbc42a84
479507.9327,4868936.9452,1032,WU047.00,A,30,2.5,0.27,29,5.7,31,163,2017/10/10 00:00:00+00,43.97329,-69.25548,WU,33a6b7f1-94df-4710-a2ae-381d9b7b1d66
479631.8573,4867241.662,1033,WU048.00,A,30,4.4,0.5,56,20,31,163,2018/02/21 00:00:00+00,43.95803,-69.25387,WU,caca2ebf-25d0-4a56-9638-c69ccbcb0c20
477942.4398,4866596.214,1034,WU048.80,P,30,3.2,0.43,50,11.8,31,163,2017/10/10 00:00:00+00,43.95217,-69.2749,WU,1660839a-b5b6-49ca-b3e8-225ff72444ca
478381.8813,4866021.6542,1035,WU050.00,P,30,3.6,0.59,480,21.6,31,163,2017/10/10 00:00:00+00,43.94701,-69.2694,WU,5ab13a09-8776-4bd6-bcff-7a87671f1606
478019.1421,4864320.1775,1036,WU055.50,P,30,2,0.12,8,2.9,31,163,2018/05/30 00:00:00+00,43.93168,-69.27385,WU,b6501bfe-2f77-45fe-a430-78fafcf2f1de
475423.5394,4865898.6863,1037,WU056.00,A,30,1.9,0.05,4,2.3,31,163,2018/05/30 00:00:00+00,43.94581,-69.30626,WU,120ca124-f66b-4975-9ef0-642ebb42719f
475592.7403,4863467.8914,1038,WU058.00,A,30,1.9,0,2,1.9,31,163,2018/05/30 00:00:00+00,43.92393,-69.30404,WU,e789f337-241f-4c8e-b733-df82ef2183b1
474956.0279,4862162.9975,1039,WU059.00,P,30,2.1,0.14,7.3,3.2,31,163,2018/05/30 00:00:00+00,43.91216,-69.31191,WU,360233d9-73f9-4a4f-a6e6-6ae77ff840ec
480469.5997,4864290.2909,1040,WV001.00,R,30,4.9,0.68,880,37,31,163,2018/03/20 00:00:00+00,43.93148,-69.24332,WV,6ac0d685-3d85-44ee-bb9b-d0500ec69178
481640.6309,4864846.7235,1041,WV002.00,A,30,2.3,0.19,8,4.1,31,163,2018/03/20 00:00:00+00,43.93652,-69.22875,WV,efbb3987-8ae7-4b43-acbb-13f69e5c4a99
481615.8492,4865460.9954,1042,WV003.50,P,30,4.5,0.49,68,19.8,31,163,2018/03/20 00:00:00+00,43.94205,-69.22908,WV,0111bb5f-2461-47ed-a8f3-685b6e86a03c
482062.7543,4865423.1183,1043,WV004.00,P,30,3.3,0.52,260,15.7,31,163,2018/03/20 00:00:00+00,43.94172,-69.22351,WV,5e6911e9-5cb8-440d-b5d6-df74dfd19d34
482572.6774,4864627.6258,1044,WV006.00,R,30,3.8,0.47,114,15.7,31,163,2018/03/20 00:00:00+00,43.93457,-69.21713,WV,6cff1666-c6f3-41e5-8ccf-41d15e6cd97f
482790.4013,4864709.2467,1045,WV006.50,A,30,3.5,0.45,44,13.4,31,163,2018/03/20 00:00:00+00,43.93531,-69.21442,WV,56a82fd8-cf96-4220-9e3c-4e80e3de6d06
482882.1517,4867291.3287,1046,WV008.00,P,30,4.5,0.57,540,24.8,31,163,2018/03/20 00:00:00+00,43.95856,-69.21336,WV,1493ca69-e3c9-4e3e-b0d7-896d26a60e3b
483981.1839,4868234.8761,1047,WV013.00,A,30,2.6,0.29,22,6.2,31,163,2018/03/20 00:00:00+00,43.96708,-69.19969,WV,6b97d0c5-f636-46c9-8e91-faec7a6ca18a
484407.9178,4869243.4641,1048,WV016.00,A,30,2,0.07,4,2.5,31,163,2018/04/23 00:00:00+00,43.97617,-69.1944,WV,0c2005c1-75d8-4d54-8831-ffd0f8f79b37
484358.3764,4870001.065,1049,WV016.50,P,30,4.3,0.71,1700,35.3,31,163,2018/03/20 00:00:00+00,43.98299,-69.19504,WV,b8c3f342-4167-44df-9bcd-069e706553ec
483766.5715,4870022.4827,1050,WV017.00,P,30,3.1,0.35,33,9.1,31,163,2018/03/20 00:00:00+00,43.98317,-69.20242,WV,b0dfaa06-6a85-4e99-8d03-3d009db92bd6
484262.5904,4870527.7551,1051,WV018.00,A,30,2.3,0.22,12,4.4,31,163,2019/05/21 00:00:00+00,43.98773,-69.19625,WV,24f4ab4d-663f-4255-8db3-12730df0be2f
484477.0569,4871704.5721,1052,WV019.00,A,30,2.8,0.37,54,8.8,31,163,2019/05/21 00:00:00+00,43.99833,-69.19361,WV,846a4e70-fd0f-4008-b197-7b9bffe001f4
484957.1887,4872001.1257,1053,WV020.50,CA,30,2.6,0.28,33,6.1,31,163,2013/03/06 00:00:00+00,44.00101,-69.18763,WV,26701d72-57df-44d4-9d93-3b0b4ede7c1c
484797.6961,4871326.195,1054,WV020.80,P,30,2.6,0.32,42,6.9,31,163,2019/05/21 00:00:00+00,43.99493,-69.1896,WV,ba18dac9-6c1a-4fa4-a5c9-b39b7b6d5def
485423.7565,4870891.6196,1055,WV022.00,P,30,4.2,0.55,200,21.7,31,163,2018/03/20 00:00:00+00,43.99103,-69.18178,WV,8904b870-16e0-4419-9839-d5912e7d626f
485434.1782,4870890.4859,1056,WV024.00,P,30,3.5,0.43,52,12.9,31,163,2018/03/20 00:00:00+00,43.99102,-69.18165,WV,da0af18f-e9ee-4c07-8879-c0f7cbe7e5bf
486073.1713,4871226.7569,1057,WV025.00,CA,30,2.8,0.43,340,10.2,31,163,2018/04/23 00:00:00+00,43.99406,-69.17369,WV,37930035-17fe-4e96-aaf9-22111a957ac5
486339.5129,4872456.8377,1058,WV026.00,CA,30,3.3,0.38,62,10.3,31,163,2017/09/05 00:00:00+00,44.00514,-69.1704,WV,46d30a60-a7d2-46ed-8376-f1d5631c8fba
486767.6991,4872502.6156,1059,WV027.00,CA,30,3.2,0.37,42,9.9,31,163,2017/09/05 00:00:00+00,44.00556,-69.16506,WV,c8ee652a-d5a1-41f0-94c9-0312283247bc
487122.7031,4872433.0522,1060,WV028.50,CA,30,3,0.36,36,9,31,163,2017/09/05 00:00:00+00,44.00494,-69.16063,WV,a486b3a2-ddbd-4e5d-9dd2-30850609730c
487198.6274,4871897.5558,1061,WV029.00,P,30,5,0.58,820,28.1,31,163,2018/04/24 00:00:00+00,44.00012,-69.15967,WV,2161f335-3e56-44ca-bc1c-d246b69c15c0
488031.0943,4872040.3852,1062,WV031.00,R,30,4.4,0.45,60,17,31,163,2018/03/28 00:00:00+00,44.00142,-69.14929,WV,13ab7d4d-99b6-4550-bcce-e65f33985e5c
487993.5395,4871668.375,1063,WV032.00,A,30,3,0.36,35,8.8,31,163,2018/03/28 00:00:00+00,43.99807,-69.14975,WV,dc172990-2d61-4049-9b22-aac1c6dc6e81
488999.397,4871932.078,1064,WV035.00,A,30,2.8,0.3,14,6.8,31,163,2018/03/28 00:00:00+00,44.00046,-69.13721,WV,7a09b8af-7b72-457d-b7c5-df6785ced59e
488020.7976,4871667.2149,1065,WV036.00,A,30,3,0.47,300,12.2,31,163,2018/03/28 00:00:00+00,43.99806,-69.14941,WV,559d0326-782f-453f-b414-3f3e524db781
488900.6792,4872347.6379,1066,WV037.00,A,30,2.5,0.32,78,6.6,31,163,2018/03/28 00:00:00+00,44.0042,-69.13845,WV,96bee38f-6cd9-48e7-a6fc-c04968821735
489365.6455,4872340.2096,1067,WV038.00,P,30,3.3,0.52,160,15.6,31,163,2018/03/28 00:00:00+00,44.00414,-69.13265,WV,d2533356-4259-449d-bd74-b12df048c4c0
489725.8638,4873023.8201,1068,WV039.00,P,30,3.6,0.42,60,12.9,31,163,2018/03/28 00:00:00+00,44.0103,-69.12817,WV,158f24fe-5957-4d99-9105-06350072818b
490018.6348,4872615.7512,1069,WV040.00,P,30,3.1,0.47,112,12.4,31,163,2018/03/28 00:00:00+00,44.00663,-69.12451,WV,fdf33651-aff9-49a3-8eee-b2705c420448
491118.3494,4871904.4575,1070,WV044.00,P,30,2.2,0.24,35,4.5,31,163,2018/04/24 00:00:00+00,44.00024,-69.11078,WV,c20eccfa-43a6-478e-895b-d9089e293428
490091.3221,4872440.1542,1071,WV046.00,P,30,1.9,0,2,1.9,31,163,2018/04/24 00:00:00+00,44.00505,-69.1236,WV,ed3c469e-73dc-48f8-93f8-5f165e40bd7f
489696.5145,4873222.678,1072,WV046.50,P,30,3.4,0.56,580,18.6,31,163,2018/03/28 00:00:00+00,44.01209,-69.12854,WV,cb3baff1-5616-4ef9-a5b7-32e48bbe72de
489926.3814,4874151.9658,1073,WV046.80,A,30,2.9,0.5,640,12.9,31,163,2018/03/28 00:00:00+00,44.02046,-69.12569,WV,61b2aaf4-722a-4378-b731-7511227b378f
490408.828,4874678.8232,1074,WV047.00,A,30,3,0.57,1700,16.3,31,163,2018/03/28 00:00:00+00,44.02521,-69.11968,WV,4752b0eb-48f1-4b62-a0f6-4fbea1e2621d
490776.9352,4875441.3401,1075,WV047.50,P,30,4.3,0.6,520,26,31,163,2018/03/28 00:00:00+00,44.03208,-69.1151,WV,935f7e7b-177b-4ae4-a2be-6a68440a7c65
490698.8089,4875726.8961,1076,WV048.00,A,30,2.7,0.26,14.5,6,31,163,2018/03/28 00:00:00+00,44.03465,-69.11608,WV,61c40fb3-d940-4875-bb5a-812584e68cec
490446.2345,4876161.5353,1077,WV048.50,A,30,2.3,0.27,36,5.4,31,163,2018/05/15 00:00:00+00,44.03856,-69.11924,WV,2538c219-6b19-4c0a-8f34-b6a4eea8b8d0
